id,mz,rt,intensity,KEGGId,exactMass,formula,name,precursorType,mzCalc,ppm,inferLevel,forward,reverse,jaccard,parentTrace,inferSize,score1,score2,pvalue,seed,partnerKEGGId,KEGG_reaction,reaction,fileName,scanId
M148T156,148.096618652344,156.22,320334.25,C20802,147.0895,C6H13NO3,(4S)-4-Hydroxy-L-isoleucine,[M+H]+,0,5,Ms1,0.993264393782032,0.0535281313240312,0,0.25,2,0,0,0.00100100447711249,M132T196: C00407,C00407,RC03258,C1b-C1c:*-O1a:C1a+C1c-C1a+C1c,,0
M148T156,148.096618652344,156.22,320334.25,C20310,147.0895,C6H13NO3,N-Hydroxy-L-isoleucine,[M+H]+,0,5,Ms1,0.993264393782032,0.0535281313240312,0,0.25,2,0,0,0.00100100447711249,M132T196: C00407,C00407,RC00365,N1a-N1b:*-O1b:C1c-C1c,,0
M190T159,190.070846557617,158.85,375875.9375,C12108,171.0532,C7H9NO4,5-Amino-5-deoxy-3-dehydroshikimate,[M+H+H2O]+,0,4,Ms2,0.999998514235421,0.99818366086095,0.666666666666667,0.99818366086095,2,0,0,0.000322459566389544,M190T176: C12109,C12109,RC00848,C1x-C2x:*-*:C1z+C5x-C2y+C5x C1z-C2y:O1a-*:C1x+C1x+C6a-C1x+C2x+C6a,,0
M190T159,190.070846557617,158.85,375875.9375,C00624,189.0637,C7H11NO5,N-Acetyl-L-glutamate,[M+H]+,0,4,Ms1,0.274833368900461,0.966766907358897,0.25,0.25,2,0,0,0.000744406817082544,M148T89: C00025,C00025,RC00064,N1a-N1b:*-C5a:C1c-C1c,,0
M127T159,127.111396789551,159.051,172130.984375,C21138,126.1045,C8H14O,trans-2-Octenal,[M+H]+,0,7,Ms1,0,0,0,0.25,2,0,0,0.00432060116185906,M189T710: C21139,C21139,RC03367,C1b-C2b:*-*:C1c+C4a-C2b+C4a C1c-C2b:C5a-*:C1b+C1b-C1b+C2b,,0
M127T159,127.111396789551,159.051,172130.984375,C07287,126.1045,C8H14O,Sulcatone,[M+H]+,0,7,Ms1,0.13444807561042,0.255715054681641,0.25,0.25,2,0,0,0.00144804474419047,M129T131: C07288,C07288,RC00117,C1c-C5a:*-*:C1a+C1b+O1a-C1a+C1b+O5a,,0
M134T160,134.0810546875,160.276,200396.421875,C20313,133.0739,C5H11NO3,N-Hydroxy-L-valine,[M+H]+,0,5,Ms1,0,0,0,0.000244140625,7,0,0,0.00367926936704976,M118T403: C00183,C00183,RC00365,N1a-N1b:*-O1b:C1c-C1c,,0
M132T161,132.101608276367,161.104,376902.78125,C02486,131.0946,C6H13NO2,(3R)-beta-Leucine,[M+H]+,0,6,Ms2,0.975634683077741,1,0.333333333333333,0.850033225127179,26,0,0,0.000497785464449896,M132T713: C00123,C00123,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T161,132.101608276367,161.104,376902.78125,C00123,131.0946,C6H13NO2,L-Leucine,[M+H]+,0,6,Ms2,0.975634683077741,1,0.333333333333333,0.850033225127179,26,0,0,0.000497785464449896,M132T713: C02486,C02486,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T161,132.101608276367,161.104,376902.78125,C21092,131.0946,C6H13NO2,D-allo-Isoleucine,[M+H]+,0,6,Ms2,0.975634683077741,1,0.333333333333333,0.850033225127179,26,0,0,0.000497785464449896,M132T713: C00407,C00407,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M132T161,132.101608276367,161.104,376902.78125,C02378,131.0946,C6H13NO2,6-Aminohexanoate,[M+H]+,0,6,Ms1,0.206393381995766,0.683746604579301,0.142857142857143,0.000243123768377161,26,0,0,0.00125146856657232,M114T344: C06593,C06593,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
M132T161,132.101608276367,161.104,376902.78125,C00407,131.0946,C6H13NO2,L-Isoleucine,[M+H]+,0,6,Ms2,0.975634683077741,1,0.333333333333333,0.850033225127179,26,0,0,0.000497785464449896,M132T713: C21092,C21092,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M124T164,124.038993835449,163.739,381233.46875,C00253,123.032,C6H5NO2,Nicotinate,[M+H]+,0,7,Ms1,0,0,0,0.00390625,5,0,0,0.00318078899693908,M137T241: C01004,C01004,RC00484,N5x-N5y:*-C1a:C8x+C8x-C8x+C8x,,0
M124T164,124.038993835449,163.739,381233.46875,C07446,123.032,C6H5NO2,Isonicotinic acid,[M+H]+,0,7,Ms1,0.675952577068752,0.0731998649756851,0,0.00390625,5,0,0,0.00157346361106603,M137T47: C07054,C07054,RC00162,C5a-C6a:N1b+*-*+O6a:C8y+O5a-C8y+O6a,,0
M195T166,195.065185546875,165.776,1358089.75,C00779,194.0579,C10H10O4,Scytalone,[M+H]+,0,3,Ms2,1,1,1,1,9,0,0,0.000281237283939806,M195T214: C01173,C01173,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M195T166,195.065185546875,165.776,1358089.75,C01173,176.0473,C10H8O3,"1,3,8-Naphthalenertriol",[M+H+H2O]+,0,3,Ms2,1,1,1,1,9,0,0,0.000280393119384437,M195T214: C00779,C00779,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M121T170,121.064514160156,169.651,717068.625,C00601,120.0575,C8H8O,Phenylacetaldehyde,[M+H]+,0,7,Ms2,0.943966175533608,0.921698417218553,0.428571428571429,0.31857684390146,11,0,0,0.000521341055865321,M121T153: C20782,C20782,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T170,121.064514160156,169.651,717068.625,C06758,120.0575,C8H8O,p-Tolualdehyde,[M+H]+,0,7,Ms2,0.72253731831828,0.693064888463737,0.111111111111111,7.32129732751354E-06,11,0,0,0.00126822973975815,M137T741: C01454,C01454,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T170,121.064514160156,169.651,717068.625,C07113,120.0575,C8H8O,Acetophenone,[M+H]+,0,7,Ms2,0.72253731831828,0.693064888463737,0.111111111111111,7.32129732751354E-06,11,0,0,0.00126822973975815,M137T741: C07189,C07189,RC00157,C1a-C1b:*-O1a:C5a-C5a,,0
M121T170,121.064514160156,169.651,717068.625,C07209,120.0575,C8H8O,3-Methylbenzaldehyde,[M+H]+,0,7,Ms2,0.72253731831828,0.693064888463737,0.111111111111111,7.32129732751354E-06,11,0,0,0.00126822973975815,M137T741: C07211,C07211,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T170,121.064514160156,169.651,717068.625,C02083,120.0575,C8H8O,Styrene oxide,[M+H]+,0,7,Ms2,0.943966175533608,0.921698417218553,0.428571428571429,0.31857684390146,11,0,0,0.000521341055865321,M121T153: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T170,121.064514160156,169.651,717068.625,C20782,120.0575,C8H8O,(S)-2-Phenyloxirane,[M+H]+,0,7,Ms2,0.943966175533608,0.921698417218553,0.428571428571429,0.31857684390146,11,0,0,0.000521341055865321,M121T153: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T170,121.064514160156,169.651,717068.625,C07214,120.0575,C8H8O,2-Methylbenzaldehyde,[M+H]+,0,7,Ms2,0.72253731831828,0.693064888463737,0.111111111111111,7.32129732751354E-06,11,0,0,0.00126822973975815,M137T741: C07215,C07215,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M137T170,137.059432983398,170.041,129539.859375,C07189,136.0524,C8H8O2,2-Hydroxyacetophenone,[M+H]+,0,6,Ms1,0.543270839626636,0.460123102388152,0.111111111111111,0.000530537929322886,7,0,0,0.00116589789433941,M121T88: C07113,C07113,RC00157,C1a-C1b:*-O1a:C5a-C5a,,0
M137T170,137.059432983398,170.041,129539.859375,C03765,136.0524,C8H8O2,4-Hydroxyphenylacetaldehyde,[M+H]+,0,6,Ms1,0,0,0,0.0151491299603651,7,0,0,0.00298501918152838,M182T224: C00082,C00082,RC03515,C1c-C4a:C6a+N1a+*-*+*+O4a:C1b-C1b,,0
M137T170,137.059432983398,170.041,129539.859375,C07054,137.0589,C6H7N3O,Isoniazid,[M]+,0,4,Ms1,0,0,0,0.000244140625,7,0,0,0.0027419037099925,M124T181: C07446,C07446,RC00162,C5a-C6a:N1b+*-*+O6a:C8y+O5a-C8y+O6a,,0
M137T170,137.059432983398,170.041,129539.859375,C01454,136.0524,C8H8O2,Toluate,[M+H]+,0,6,Ms1,0.543270839626636,0.460123102388152,0.111111111111111,0.000530537929322886,7,0,0,0.00116589789433941,M121T88: C06758,C06758,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M137T170,137.059432983398,170.041,129539.859375,C07215,136.0524,C8H8O2,o-Toluate,[M+H]+,0,6,Ms1,0.543270839626636,0.460123102388152,0.111111111111111,0.000530537929322886,7,0,0,0.00116589789433941,M121T88: C07214,C07214,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M137T170,137.059432983398,170.041,129539.859375,C07086,136.0524,C8H8O2,Phenylacetic acid,[M+H]+,0,6,Ms1,0.543270839626636,0.460123102388152,0.111111111111111,0.144667189029397,7,0,0,0.00105916790929617,M121T88: C00601,C00601,RC00080,C4a-C6a:*-O6a:C1b+O4a-C1b+O6a,,0
M137T170,137.059432983398,170.041,129539.859375,C07211,136.0524,C8H8O2,m-Methylbenzoate,[M+H]+,0,6,Ms1,0.543270839626636,0.460123102388152,0.111111111111111,0.000530537929322886,7,0,0,0.00116589789433941,M121T88: C07209,C07209,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M313T171,313.234558105469,171.069,173723.921875,C14831,312.2301,C18H32O4,8(R)-HPODE,[M+H]+,0,11,Ms2,0.696463008351959,0.692256747981124,0.25,0.000626153611574677,10,0,0,0.000973975365448965,M313T113: C07354,C07354,RC01737,C1b-C1c:*-O1a:C1b+C1c-C1b+C1c O1a-O1a:O2a+*-*+C1c:*-* O2a-O1a:O1a-*:C1c-C1c,,0
M313T171,313.234558105469,171.069,173723.921875,C19827,294.2195,C18H30O3,Colneleate,[M+H+H2O]+,0,11,Ms2,0.696463008351959,0.692256747981124,0.25,0.000340208842036282,10,0,0,0.000970763104978234,M313T113: C14827,C14827,RC02103,C1b-C2b:*-*:C1b+C1c-C1b+C2b C1c-C2b:C2b-*:C1b+O2a-C2b+O2a C2b-C2b:C1c+*-*+O2a:C2b-C2b O2a-O2a:O1a+*-*+C2b:C1c-C2b,,0
M313T171,313.234558105469,171.069,173723.921875,C20186,312.2301,C18H32O4,"5S,8R-DiHODE",[M+H]+,0,11,Ms2,0.696463008351959,0.692256747981124,0.25,0.000626153611574677,10,0,0,0.000973975365448965,M313T113: C14831,C14831,RC02707,C1b-C1c:*-O1a:C1b+C1b-C1b+C1b O1a-O1a:O2a+*-*+C1c:*-* O2a-O1a:O1a-*:C1c-C1c,,0
M313T171,313.234558105469,171.069,173723.921875,C07354,312.2301,C18H32O4,"(7S,8S)-DiHODE",[M+H]+,0,11,Ms2,0.696463008351959,0.692256747981124,0.25,0.000626153611574677,10,0,0,0.000973975365448965,M313T113: C14831,C14831,RC01737,C1b-C1c:*-O1a:C1b+C1c-C1b+C1c O1a-O1a:O2a+*-*+C1c:*-* O2a-O1a:O1a-*:C1c-C1c,,0
M313T171,313.234558105469,171.069,173723.921875,C14827,312.2301,C18H32O4,9(S)-HPODE,[M+H]+,0,11,Ms2,0.696463008351959,0.692256747981124,0.25,0.00118969186199189,10,0,0,0.000973633115325834,M313T113: C19827,C19827,RC02103,C1b-C2b:*-*:C1b+C1c-C1b+C2b C1c-C2b:C2b-*:C1b+O2a-C2b+O2a C2b-C2b:C1c+*-*+O2a:C2b-C2b O2a-O2a:O1a+*-*+C2b:C1c-C2b,,0
M118T172,118.086036682129,171.914,412083.125,C15987,117.079,C5H11NO2,4-Methylaminobutyrate,[M+H]+,0,7,Ms1,0,0,0,0.00390625,5,0,0,0.00317631241056593,M102T5: C00232,C00232,RC00225,C1b-C4a:N1b+*-*+O4a:C1b-C1b,,0
M118T172,118.086036682129,171.914,412083.125,C00719,117.079,C5H11NO2,Betaine,[M+H]+,0,7,Ms1,0,0,0,0.00390625,5,0,0,0.00317631241056593,M104T124: C01026,C01026,RC00496,N1c-N1d:*-C1a:C1a+C1a+C1b-C1a+C1a+C1b,,0
M118T172,118.086036682129,171.914,412083.125,C00183,117.079,C5H11NO2,L-Valine,[M+H]+,0,7,Ms1,0,0,0,0.00390625,5,0,0,0.00317631241056593,M134T102: C20313,C20313,RC00365,N1a-N1b:*-O1b:C1c-C1c,,0
M170T172,170.081008911133,172.301,169433.328125,C04353,151.0633,C8H9NO2,(Z)-4-Hydroxyphenylacetaldehyde oxime,[M+H+H2O]+,0,4,Ms1,0,0,0,0.25,2,0,0,0.00276961413395105,M134T470: C03766,C03766,RC01076,C2b-C3b:*-*:C1b+N2b-C1b+N3a N2b-N3a:O1b-*:C2b-C3b,,0
M170T172,170.081008911133,172.301,169433.328125,C03005,151.0633,C8H9NO2,N-Methylanthranilate,[M+H+H2O]+,0,4,Ms1,0,0,0,0.25,2,0,0,0.00215678636549099,M138T80: C00108,C00108,RC00335,N1a-N1b:*-C1a:C8y-C8y,,0
M170T172,170.081008911133,172.301,169433.328125,C20634,151.0633,C8H9NO2,O-Methyl anthranilate,[M+H+H2O]+,0,4,Ms1,0,0,0,0.25,2,0,0,0.00215678636549099,M138T80: C00108,C00108,RC00460,O6a-O7a:*-C1a:C6a-C7a,,0
M170T172,170.081008911133,172.301,169433.328125,C00314,169.0739,C8H11NO3,Pyridoxine,[M+H]+,0,4,Ms1,0,0,0,0.25,2,0,0,0.00217751320799375,M168T133: C00250,C00250,RC00116,C1b-C4a:*-*:C8y+O1a-C8y+O4a,,0
M170T172,170.081008911133,172.301,169433.328125,C04350,151.0633,C8H9NO2,(E)-4-Hydroxyphenylacetaldehyde oxime,[M+H+H2O]+,0,4,Ms1,0,0,0,0.25,2,0,0,0.00215678636549099,M182T88: C00082,C00082,RC02295,C1c-C2b:C6a-*:C1b+N1a-C1b+N2b N1a-N2b:*-O1b:C1c-C2b,,0
M153T172,153.040496826172,172.497,124808.1328125,C12107,153.0426,C7H7NO3,3-Amino-5-hydroxybenzoate,[M]+,0,14,Ms1,0,0,0,0.25,2,0,0,0.00359695645971625,M190T159: C12108,C12108,RC02678,C1x-C8x:*-*:C1y+C2y-C8y+C8y C1y-C8x:O1a-*:C1y+C5x-C8y+C8y C1y-C8y:*-*:C1x+C1y+N1a-C8x+C8x+N1a C5x-C8y:*-*:C1y+C2x+O5x-C8x+C8x+O1a,,0
M153T172,153.040496826172,172.497,124808.1328125,C00385,152.0334,C5H4N4O2,Xanthine,[M+H]+,0,5,Ms2,0.592593334062151,0.63185449115016,0.25,0.592593334062151,2,0,0,0.000647118079810216,M152T239: C00242,C00242,RC00204,C8y-C8y:N1a+*-*+O5x:N4x+N5x-N4x+N4x N5x-N4x:*-*:C8y+C8y-C8y+C8y,,0
M153T172,153.040496826172,172.497,124808.1328125,C16235,153.0426,C7H7NO3,o-Hydroxylaminobenzoate,[M]+,0,14,Ms2,0.872191697585877,0.922097011709883,0.428571428571429,0.872191697585877,2,0,0,0.000491730094855924,M153T189: C00632,C00632,RC01754,C8x-C8y:*-O1a:C8x+C8y-C8x+C8y N1b-N1a:O1b-*:C8y-C8y O1b-O1a:N1b+*-*+C8y:*-*,,0
M153T172,153.040496826172,172.497,124808.1328125,C07138,153.0426,C7H7NO3,5-Aminosalicylate,[M]+,0,14,Ms1,0,0,0,0.25,2,0,0,0.00359695645971625,M185T71: C21928,C21928,RC02096,C5a-C8y:O5a+*-*+C8y:C2b+C6a-C8x+C6a C6a-C8y:O6a+*-*+C8y:C2b+O6a-C8x+O1a,,0
M153T172,153.040496826172,172.497,124808.1328125,C00632,153.0426,C7H7NO3,3-Hydroxyanthranilate,[M]+,0,14,Ms2,0.872191697585877,0.922097011709883,0.428571428571429,0.872191697585877,2,0,0,0.000491730094855924,M153T189: C16235,C16235,RC01754,C8x-C8y:*-O1a:C8x+C8y-C8x+C8y N1b-N1a:O1b-*:C8y-C8y O1b-O1a:N1b+*-*+C8y:*-*,,0
M182T175,182.081176757813,174.761,546077.25,C04368,181.0739,C9H11NO3,3-Amino-3-(4-hydroxyphenyl)propanoate,[M+H]+,0,3,Ms2,0.931273634566237,0.932624020087498,0.5,0.931273634566237,2,0,0,0.000363358047746676,M182T224: C00082,C00082,RC00366,C1b-C1c:*-N1a:C1c+C6a-C1b+C6a C1c-C1b:N1a-*:C1b+C8y-C1c+C8y N1a-N1a:C1c+*-*+C1c:*-*,,0
M182T175,182.081176757813,174.761,546077.25,C21308,181.0739,C9H11NO3,(S)-beta-Tyrosine,[M+H]+,0,3,Ms2,0.931273634566237,0.932624020087498,0.5,0.931273634566237,2,0,0,0.000363358047746676,M182T224: C00082,C00082,RC00366,C1b-C1c:*-N1a:C1c+C6a-C1b+C6a C1c-C1b:N1a-*:C1b+C8y-C1c+C8y N1a-N1a:C1c+*-*+C1c:*-*,,0
M190T176,190.071166992188,176.19,149384.9375,C12109,189.0637,C7H11NO5,AminoDHQ,[M+H]+,0,2,Ms2,0.99818366086095,0.999998514235421,0.666666666666667,0.99818366086095,2,0,0,0.000311033105144798,M190T159: C12108,C12108,RC00848,C1x-C2x:*-*:C1z+C5x-C2y+C5x C1z-C2y:O1a-*:C1x+C1x+C6a-C1x+C2x+C6a,,0
M132T177,132.101654052734,177.025,391619.78125,C00123,131.0946,C6H13NO2,L-Leucine,[M+H]+,0,6,Ms2,0.987678785659623,0.984939741142562,0.666666666666667,0.837231504719341,27,0,0,0.000357868542558482,M132T161: C02486,C02486,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T177,132.101654052734,177.025,391619.78125,C00407,131.0946,C6H13NO2,L-Isoleucine,[M+H]+,0,6,Ms2,0.987678785659623,0.984939741142562,0.666666666666667,0.837231504719341,27,0,0,0.000357868542558482,M132T161: C21092,C21092,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M132T177,132.101654052734,177.025,391619.78125,C02378,131.0946,C6H13NO2,6-Aminohexanoate,[M+H]+,0,6,Ms2,0.998682726863799,1,0.5,9.52418066848563E-07,27,0,0,0.000697704558444423,M132T792: C06593,C06593,RC00931,C5x-C6a:N1x+*-*+O6a:C1x+O5x-C1b+O6a N1x-N1a:C5x-*:C1x-C1b,,0
M132T177,132.101654052734,177.025,391619.78125,C02486,131.0946,C6H13NO2,(3R)-beta-Leucine,[M+H]+,0,6,Ms2,0.987678785659623,0.984939741142562,0.666666666666667,0.837231504719341,27,0,0,0.000357868542558482,M132T161: C00123,C00123,RC00449,C1b-C1c:*-N1a:C1c+C1c-C1b+C1c C1c-C1b:N1a-*:C1b+C6a-C1c+C6a N1a-N1a:C1c+*-*+C1c:*-*,,0
M132T177,132.101654052734,177.025,391619.78125,C21092,131.0946,C6H13NO2,D-allo-Isoleucine,[M+H]+,0,6,Ms2,0.987678785659623,0.984939741142562,0.666666666666667,0.837231504719341,27,0,0,0.000357868542558482,M132T161: C00407,C00407,RC03345,C1c-C1c:*-*:C1c+C6a+N1a-C1c+C6a+N1a,,0
M102T179,102.033813476563,179.272,1142153.625,C00232,102.0317,C4H6O3,Succinate semialdehyde,[M]+,0,21,Ms1,0,0,0,5.96046447753906E-08,13,0,0,0.0220166645742423,M118T651: C15987,C15987,RC00225,C1b-C4a:N1b+*-*+O4a:C1b-C1b,,0
M102T179,102.033813476563,179.272,1142153.625,C00109,102.0317,C4H6O3,2-Oxobutanoate,[M]+,0,21,Ms1,0,0,0,0.240727896803449,13,0,0,0.0229388585650758,M150T950: C00073,C00073,RC00348,C1a-C1b:*-S2a:C1b-C1b C5a-C1c:O5a+*-*+N1a:C1b+C6a-C1b+C6a,,0
M124T181,124.039138793945,180.876,308431.0625,C07446,123.032,C6H5NO2,Isonicotinic acid,[M+H]+,0,6,Ms1,0,0,0,0.0009765625,6,0,0,0.0029910471918011,M137T104: C07054,C07054,RC00162,C5a-C6a:N1b+*-*+O6a:C8y+O5a-C8y+O6a,,0
M124T181,124.039138793945,180.876,308431.0625,C00253,123.032,C6H5NO2,Nicotinate,[M+H]+,0,6,Ms1,0,0,0,0.0009765625,6,0,0,0.0029910471918011,M138T80: C01004,C01004,RC00484,N5x-N5y:*-C1a:C8x+C8x-C8x+C8x,,0
M195T182,195.065139770508,181.694,1541345.125,C00779,194.0579,C10H10O4,Scytalone,[M+H]+,0,3,Ms2,1,1,1,1,23,0,0,0.000323807958321431,M195T645: C01173,C01173,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M195T182,195.065139770508,181.694,1541345.125,C01173,176.0473,C10H8O3,"1,3,8-Naphthalenertriol",[M+H+H2O]+,0,3,Ms2,1,1,1,1,23,0,0,0.000322765247389833,M195T645: C00779,C00779,RC00803,C1x-C8x:*-*:C1y+C5x-C8x+C8y C1x-C8x:*-*:C1y+C8y-C8x+C8y C1y-C8x:O1a-*:C1x+C1x-C8x+C8x C5x-C8y:*-*:C1x+C8y+O5x-C8x+C8y+O1a,,0
M279T182,279.158813476563,181.884,1164483.5,C03343,278.1518,C16H22O4,2-Ethylhexyl phthalate,[M+H]+,0,3,Ms1,0.301117233161367,0.213025802548575,0.166666666666667,0.0625,3,0,0,0.00180687383014178,M391T592: C03690,C03690,RC00020,O6a-O7a:*-C1b:C6a-C7a,,0
M212T185,212.053070068359,184.737,259261.453125,C01693,193.0375,C9H7NO4,L-Dopachrome,[M+H+H2O]+,0,13,Ms1,0.0590747897722576,0.99838287461305,0,0.25,2,0,0,0.00132686624631928,M168T133: C05578,C05578,RC00972,C1x-C8x:*-*:C1y+C2y-C8x+C8y C1y-C8x:C6a-*:C1x+N1x-C8x+N4x C5x-C8y:*-*:C2x+C5x+O5x-C8x+C8y+O1a C5x-C8y:*-*:C2x+C5x+O5x-C8x+C8y+O1a,,0
M212T185,212.053070068359,184.737,259261.453125,C15566,193.0375,C9H7NO4,D-Dopachrome,[M+H+H2O]+,0,13,Ms1,0.0590747897722576,0.99838287461305,0,0.25,2,0,0,0.00132686624631928,M168T133: C05578,C05578,RC00972,C1x-C8x:*-*:C1y+C2y-C8x+C8y C1y-C8x:C6a-*:C1x+N1x-C8x+N4x C5x-C8y:*-*:C2x+C5x+O5x-C8x+C8y+O1a C5x-C8y:*-*:C2x+C5x+O5x-C8x+C8y+O1a,,0
M121T185,121.064521789551,185.374,733510.1875,C06758,120.0575,C8H8O,p-Tolualdehyde,[M+H]+,0,7,Ms2,0.886567899748712,0.821310092994763,0.142857142857143,1.13477539602361E-05,12,0,0,0.00118405599564042,M137T1026: C01454,C01454,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T185,121.064521789551,185.374,733510.1875,C07209,120.0575,C8H8O,3-Methylbenzaldehyde,[M+H]+,0,7,Ms2,0.886567899748712,0.821310092994763,0.142857142857143,1.13477539602361E-05,12,0,0,0.00118405599564042,M137T1026: C07211,C07211,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T185,121.064521789551,185.374,733510.1875,C02083,120.0575,C8H8O,Styrene oxide,[M+H]+,0,7,Ms2,0.908727204255788,0.886076106374469,0.25,0.282283329425273,12,0,0,0.000595700514163466,M121T170: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T185,121.064521789551,185.374,733510.1875,C20782,120.0575,C8H8O,(S)-2-Phenyloxirane,[M+H]+,0,7,Ms2,0.908727204255788,0.886076106374469,0.25,0.282283329425273,12,0,0,0.000595700514163466,M121T170: C00601,C00601,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M121T185,121.064521789551,185.374,733510.1875,C07113,120.0575,C8H8O,Acetophenone,[M+H]+,0,7,Ms2,0.886567899748712,0.821310092994763,0.142857142857143,1.13477539602361E-05,12,0,0,0.00118405599564042,M137T1026: C07189,C07189,RC00157,C1a-C1b:*-O1a:C5a-C5a,,0
M121T185,121.064521789551,185.374,733510.1875,C07214,120.0575,C8H8O,2-Methylbenzaldehyde,[M+H]+,0,7,Ms2,0.886567899748712,0.821310092994763,0.142857142857143,1.13477539602361E-05,12,0,0,0.00118405599564042,M137T1026: C07215,C07215,RC00075,C4a-C6a:*-O6a:C8y+O4a-C8y+O6a,,0
M121T185,121.064521789551,185.374,733510.1875,C00601,120.0575,C8H8O,Phenylacetaldehyde,[M+H]+,0,7,Ms2,0.908727204255788,0.886076106374469,0.25,0.282283329425273,12,0,0,0.000595700514163466,M121T170: C02083,C02083,RC00758,C1b-C1y:*-O2x:C4a+C8y-C1x+C8y C4a-C1x:*-*:C1b+O4a-C1y+O2x O4a-O2x:*-C1y:C4a-C1x,,0
M117T188,117.102020263672,188,282900.65625,C00990,116.095,C5H12N2O,5-Aminopentanamide,[M+H]+,0,7,Ms1,0.674994771926659,0.0750641207733627,0.142857142857143,0.00390625,5,0,0,0.00230301183521875,M118T861: C00431,C00431,RC00010,C5a-C6a:N1a+*-*+O6a:C1b+O5a-C1b+O6a,,0
M153T189,153.040222167969,189.018,1800860.625,C21618,134.0215,C4H6O5,2-Dehydro-L-erythronate,[M+H+H2O]+,0,2,Ms2,0.922097011709883,0.872191697585877,0.428571428571429,0.872191697585877,2,0,0,0.000386282734377241,M153T172: C21612,C21612,RC03487,C1c-C5a:*-*:C1b+C5a+O1a-C1b+C1c+O5a C5a-C1c:*-*:C1c+C6a+O5a-C5a+C6a+O1a,,0
M153T189,153.040222167969,189.018,1800860.625,C21617,134.0215,C4H6O5,2-Dehydro-D-erythronate,[M+H+H2O]+,0,2,Ms2,0.922097011709883,0.872191697585877,0.428571428571429,0.872191697585877,2,0,0,0.000386282734377241,M153T172: C03064,C03064,RC03487,C1c-C5a:*-*:C1b+C5a+O1a-C1b+C1c+O5a C5a-C1c:*-*:C1c+C6a+O5a-C5a+C6a+O1a,,0
