id,mz,rt,intensity,KEGGId,exactMass,formula,name,precursorType,ppm,inferLevel,forward,reverse,jaccard,parentTrace,inferSize,score1,score2,pvalue,seed,partnerKEGGId,KEGG_reaction,reaction
M180T498,180.044647216797,497.99796,4923497.042397,C01179,180.0423,C9H8O4,3-(4-Hydroxyphenyl)pyruvate,[M]+,13,Ms2,0.996702562488561,0.99669837622882,1,0.99669837622882,2,0,0,0.000337956224235381,M180T475: C05350,C05350,RC00507,C1b-C2b:*-*:C5a+C8y-C2c+C8y C5a-C2c:*-*:C1b+C6a+O5a-C2b+C6a+O1a
M201T494,201.054473876953,494.016132,3970611.255566,C02807,182.0368,C12H6O2,Acenaphthenequinone,[M+H+H2O]+,4,Ms1,0.0953864650456085,0.0951243653300628,0,0.25,2,0,0,0.00226523755585406,M205T812: C04167,C04167,RC01061,C1y-C5x:*-*:C1y+C8y+O1a-C5x+C8y+O5x C1y-C5x:*-*:C1y+C8y+O1a-C5x+C8y+O5x
M279T1143,279.159428658461,1142.59182,988530.3923025,C03343,278.1518,C16H22O4,2-Ethylhexyl phthalate,[M+H]+,1,Ms2,0.984640432176849,0.992406378541863,0.428571428571429,0.984640432176849,2,0,0,0.000335874457610741,M391T1142: C03690,C03690,RC00020,O6a-O7a:*-C1b:C6a-C7a
M207T79,206.962158203125,79.026738,13853543.92285,C14843,187.9473,C6H5BrO2,4-Bromocatechol,[M+H+H2O]+,17,Ms1,0.413145439368021,0.21259281875757,0.111111111111111,0.25,2,0,0,0.00199841147278246,M209T85: C14844,C14844,RC00386,C1y-C8y:*-*:C1y+C2x+O1a-C8y+C8x+O1a C1y-C8y:*-*:C1y+C2x+O1a-C8y+C8x+O1a
M252T1138,252.071350097656,1138.21224,1850074.700788,C05648,252.0746,C11H12N2O5,5-Hydroxy-N-formylkynurenine,[M]+,13,Ms1,0.794697812498993,0.436330745232184,0.111111111111111,0.25,2,0,0,0.00107500811487826,M224T1125: C05651,C05651,RC00263,N1a-N1b:*-C4a:C8y-C8y
M208T724,208.039566040039,724.0338,2707325.536621,C21068,207.0297,C6H10NO5P,[5-(Aminomethyl)furan-3-yl]methyl phosphate,[M+H]+,10,Ms1,0.32785630254748,0.225777594452328,0,0.25,2,0,0,0.00171291199858614,M225T707: C20954,C20954,RC00048,C1b-C4a:N1a+*-*+O4a:C8y-C8y
M170T1089,169.997894287109,1089.31386,10623237.75372,C00118,169.998,C3H7O6P,D-Glyceraldehyde 3-phosphate,[M]+,1,Ms2,0.999271440875072,0.999271440875072,1,0.999271440875072,2,0,0,0.000271590684994827,M170T1040: C00111,C00111,RC00423,C1b-C4a:*-*:C5a+O1a-C1c+O4a C5a-C1c:*-*:C1b+C1b+O5a-C1b+C4a+O1a
M380T929,379.916351318359,928.69068,2654172.932983,C06645,379.9177,C14H8Cl4O4,"6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E-trienoate",[M]+,4,Ms1,0.389010683325922,0.79808770058736,0.111111111111111,0.25,2,0,0,0.00123817166941453,M167T171: C11353,C11353,RC00753,C2a-C2b:*-C5a:C2b-C2b
M208T1063,208.03971862793,1062.56046,5303667.752747,C17212,208.0405,C7H12O5S,3-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.994115133571446,0.995174923665314,1,0.994115133571446,2,0,0,0.000287577533298,M208T1086: C17210,C17210,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M208T1063,208.03971862793,1062.56046,5303667.752747,C17210,208.0405,C7H12O5S,2-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.994115133571446,0.995174923665314,1,0.994115133571446,2,0,0,0.000287577533298,M208T1086: C17212,C17212,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M233T1034,233.004470825195,1033.57908,1470257.53241,C06054,213.9879,C4H7O8P,2-Oxo-3-hydroxy-4-phosphobutanoate,[M+H+H2O]+,8,Ms2,0.753270705722315,0.642271822614229,0.111111111111111,0.642271822614229,2,0,0,0.000670986811790675,M217T1118: C03393,C03393,RC00084,C1c-C5a:*-*:C1c+C6a+O1a-C1c+C6a+O5a
M170T1089,169.997894287109,1089.31386,10623237.75372,C00111,169.998,C3H7O6P,Glycerone phosphate,[M]+,1,Ms2,0.999271440875072,0.999271440875072,1,0.999271440875072,2,0,0,0.000271590684994827,M170T1040: C00118,C00118,RC00423,C1b-C4a:*-*:C5a+O1a-C1c+O4a C5a-C1c:*-*:C1b+C1b+O5a-C1b+C4a+O1a
M217T111,217.014575848339,110.662854,17348736.35675,C04309,197.9929,C4H7O7P,Phosphoenol-4-deoxy-3-tetrulosonate,[M+H+H2O]+,15,Ms2,0.999969405780816,0.999969405780816,1,0.999969405780816,2,0,0,0.00035012709046911,M217T225: C03356,C03356,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M217T111,217.014575848339,110.662854,17348736.35675,C03356,216.0035,C4H9O8P,3-Phospho-D-erythronate,[M+H]+,15,Ms2,0.999969405780816,0.999969405780816,1,0.999969405780816,2,0,0,0.000349073135664568,M217T225: C04309,C04309,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M215T81,215.089294433594,81.210294,38991780.51331,C06580,196.0736,C10H12O4,"2,3-Dihydroxy-p-cumate",[M+H+H2O]+,13,Ms1,0.706088466118681,0.0731554944510278,0.111111111111111,0.25,2,0,0,0.00146057256184062,M217T72: C06579,C06579,RC00057,C1y-C8y:*-*:C1y+C2y+O1a-C8y+C8y+O1a C1y-C8y:*-*:C1y+C2y+O1a-C8y+C8y+O1a
M153T1057,153.011245727539,1057.34676,2855413.85144,C00606,153.0096,C3H7NO4S,3-Sulfino-L-alanine,[M]+,11,Ms1,0.156621550822773,0.435344938461353,0,0.25,2,0,0,0.00216220307650206,M188T749: C00506,C00506,RC00580,S4a-S4a:*-O1d:C1b+O1d+O1d-C1b+O1d+O1d
M159T69,159.03108215332,68.867292,84510386.54541,C02501,158.0215,C6H6O5,2-Hydroxymuconate,[M+H]+,11,Ms2,0.770662026741883,0.98205951238483,0.428571428571429,0.770662026741883,2,0,0,0.00049357146596507,M157T67: C02220,C02220,RC03465,C2c-C2c:N1a+*-*+O1a:C2b+C6a-C2b+C6a
M159T69,159.03108215332,68.867292,84510386.54541,C03453,158.0215,C6H6O5,gamma-Oxalocrotonate,[M+H]+,11,Ms2,0.770662026741883,0.98205951238483,0.428571428571429,0.770662026741883,2,0,0,0.00049357146596507,M157T67: C02220,C02220,RC01015,C1b-C2b:*-*:C2b+C5a-C2b+C2c C5a-C2c:O5a+*-*+N1a:C1b+C6a-C2b+C6a
M181T1085,180.984481811523,1084.88178,6879358.957077,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H+H2O]+,12,Ms2,0.629920126339549,0.505393251121402,0.111111111111111,0.505393251121402,2,0,0,0.000947560481698639,M220T1137: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M343T816,343.148834556501,815.90466,1710686.416275,C20984,342.1467,C20H22O5,3-Linalylflaviolin,[M+H]+,17,Ms1,0.0700835479807222,0.772571738697452,0,0.25,2,0,0,0.00328452971027571,M207T69: C18012,C18012,RC03317,C2x-C2y:*-C1d:C2y+C5x-C2y+C5x
M297T861,297.240262887592,860.87268,1671400.449219,C14762,296.2351,C18H32O3,13(S)-HODE,[M+H]+,9,Ms1,0.217574304402862,0.202452242585705,0.111111111111111,0.25,2,0,0,0.00168460645665403,M313T801: C14765,C14765,RC00241,C1c-C5a:*-*:C1b+C2b+O1a-C1b+C2b+O5a
M311T842,311.219543820976,841.8687,1554302.198975,C01226,292.2038,C18H28O3,12-OPDA,[M+H+H2O]+,9,Ms1,0.117130790683144,0.202452242585705,0,0.25,2,0,0,0.00197919400989344,M313T801: C04780,C04780,RC00921,C1x-C2x:*-*:C1x+C1y-C2x+C1y C1x-C2x:*-*:C1x+C5x-C2x+C5x
M227T476,226.95166015625,476.370816,5014090.12786,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.997483997312515,0.989656835372915,1,0.989656835372915,2,0,0,0.000275364475301965,M227T499: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T476,226.95166015625,476.370816,5014090.12786,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.997483997312515,0.989656835372915,1,0.989656835372915,2,0,0,0.000276070371331816,M227T499: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M157T117,157.035415649414,116.6058,39308391.4811,C02220,157.0375,C6H7NO4,2-Aminomuconate,[M]+,13,Ms1,0.613432808360689,0.481875394623476,0.25,0.25,2,0,0,0.00108625859237499,M159T69: C02501,C02501,RC03465,C2c-C2c:N1a+*-*+O1a:C2b+C6a-C2b+C6a
M211T578,211.004161339449,577.509222,1397057.543335,C06329,191.9826,C6H5ClO5,2-Chloromaleylacetate,[M+H+H2O]+,15,Ms1,0.102087865889601,0.527791557376496,0,0.25,2,0,0,0.00305767192906403,M159T69: C02222,C02222,RC01335,C2b-C2c:*-X:C2b+C6a-C2b+C6a
M241T1016,241.002044677734,1015.65774,4302498.761719,C06676,221.9834,C6H6O7S,4-Sulfolactone,[M+H+H2O]+,1,Ms1,0,0,0,0.25,2,0,0,0.0043701190958354,M159T69: C02222,C02222,RC01373,C1z-C5a:S4a-*:C1b+C2x+O7x-C1b+C2b+O5a C7x-C6a:O7x+*-*+O6a:C2x+O6a-C2b+O6a O7x-O5a:C7x-*:C1z-C5a
M220T1137,219.972964850978,1137.17946,5322258.629212,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms2,0.505393251121402,0.629920126339549,0.111111111111111,0.505393251121402,2,0,0,0.00107922945319427,M181T1085: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M221T1005,220.97705078125,1004.79666,29518827.15332,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M+H]+,1,Ms1,0.212310277533935,0.601242632993529,0,0.25,2,0,0,0.00102299663104555,M181T1085: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M297T861,297.240262887592,860.87268,1671400.449219,C19617,296.2351,C18H32O3,18-Oxooleate,[M+H]+,9,Ms1,0.217574304402862,0.202452242585705,0.111111111111111,0.25,2,0,0,0.00168460645665403,M313T801: C19618,C19618,RC00080,C4a-C6a:*-O6a:C1b+O4a-C1b+O6a
M323T776,323.123223889663,775.79136,1274211.285431,C06457,323.1246,C11H22N3O6P,Bialaphos,[M]+,4,Ms1,0,0,0,0.25,2,0,0,0.00218244140236767,M365T802: C17951,C17951,RC00064,N1a-N1b:*-C5a:C1c-C1c
M224T1125,224.076446533203,1124.66976,4908438.933807,C05651,224.0797,C10H12N2O4,5-Hydroxykynurenine,[M]+,15,Ms1,0.436330745232184,0.794697812498993,0.111111111111111,0.0625,3,0,0,0.00129265971648529,M252T1138: C05648,C05648,RC00263,N1a-N1b:*-C4a:C8y-C8y
M157T140,157.035461425781,139.756056,43547816.9986,C02220,157.0375,C6H7NO4,2-Aminomuconate,[M]+,13,Ms1,0.587660429297949,0.461092392784325,0.25,0.192665506685471,3,0,0,0.00115309039866895,M159T69: C03453,C03453,RC01015,C1b-C2b:*-*:C2b+C5a-C2b+C2c C5a-C2c:O5a+*-*+N1a:C1b+C6a-C2b+C6a
M185T788,184.985739759375,788.01942,8804782.498688,C03232,183.9773,C3H5O7P,3-Phosphonooxypyruvate,[M+H]+,3,Ms2,0.992687561530553,0.99148058127095,1,0.986872255186624,3,0,0,0.000286676168887778,M185T716: C01005,C01005,RC00006,C1c-C5a:N1a+*-*+O5a:C1b+C6a-C1b+C6a
M380T904,379.916534423828,903.98322,1547489.21875,C06645,379.9177,C14H8Cl4O4,"6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E-trienoate",[M]+,3,Ms1,0.178978780915559,0.0710879827120393,0.111111111111111,0.0625,3,0,0,0.00177518439897661,M167T1083: C11353,C11353,RC00753,C2a-C2b:*-C5a:C2b-C2b
M170T1040,169.997848510742,1040.08872,13884254.14398,C00111,169.998,C3H7O6P,Glycerone phosphate,[M]+,1,Ms2,0.999271440875072,0.999271440875072,1,0.998543412548543,3,0,0,0.00027286529651982,M170T1089: C00118,C00118,RC00423,C1b-C4a:*-*:C5a+O1a-C1c+O4a C5a-C1c:*-*:C1b+C1b+O5a-C1b+C4a+O1a
M279T823,279.159393310547,822.67248,2736812.14563,C03343,278.1518,C16H22O4,2-Ethylhexyl phthalate,[M+H]+,1,Ms2,0.960149761178683,0.983092652045947,0.25,0.945402275801477,3,0,0,0.000411002204945721,M391T1142: C03690,C03690,RC00020,O6a-O7a:*-C1b:C6a-C7a
M276T1030,275.973999023438,1030.05006,4483895.843231,C03900,274.9616,C9H10BrNO2S,S-(4-Bromophenyl)-L-cysteine,[M+H]+,17,Ms1,0.221188457340861,0.117203113763531,0,0.0625,3,0,0,0.00935763603571416,M293T256: C04264,C04264,RC00006,C1c-C5a:N1a+*-*+O5a:C1b+C6a-C1b+C6a
M192T604,192.062026977539,603.57042,1875819.078613,C17694,192.0634,C7H12O6,5-epi-Valiolone,[M]+,7,Ms2,0.996846978728931,0.996201847745356,1,0.992418121451262,3,0,0,0.000304643400979465,M192T627: C17691,C17691,RC01519,C1y-C1y:*-*:C1y+C5x+O1a-C1y+C5x+O1a
M167T263,167.013046264648,263.250834,3773594.3955,C11353,147.9927,C5H5ClO3,"2-Hydroxy-3-chloropenta-2,4-dienoate",[M+H+H2O]+,12,Ms1,0.297566937289028,0.37744993651213,0.111111111111111,0.0625,3,0,0,0.00304476624790251,M380T929: C06645,C06645,RC00753,C2a-C2b:*-C5a:C2b-C2b
M947T866,947.286499023438,866.2074,3510261.451172,C16296,947.2821,C44H51O23,Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside,[M]+,5,Ms1,0.499844296924566,0.27974102643845,0.111111111111111,0.0625,3,0,0,0.00125422204386649,M934T925: C16295,C16295,RC00392,O1a-O2a:*-C1a:C8y-C8y
M180T475,180.044662475586,475.17024,6008284.883373,C01179,180.0423,C9H8O4,3-(4-Hydroxyphenyl)pyruvate,[M]+,13,Ms2,0.99669837622882,0.996702562488561,1,0.993407653177167,3,0,0,0.000338893358553083,M180T498: C05350,C05350,RC00507,C1b-C2b:*-*:C5a+C8y-C2c+C8y C5a-C2c:*-*:C1b+C6a+O5a-C2b+C6a+O1a
M192T580,192.06201171875,580.095228,1806599.881561,C00296,192.0634,C7H12O6,Quinate,[M]+,7,Ms1,0.0948807123701321,0.241200269577079,0,0.0625,3,0,0,0.00218222750646313,M190T811: C00944,C00944,RC00154,C1y-C5x:*-*:C1x+C1y+O1a-C1x+C1y+O5x
M208T1086,208.039672851563,1085.57358,3539752.645813,C17210,208.0405,C7H12O5S,2-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.995174923665314,0.994115133571446,1,0.988264898795773,3,0,0,0.000289227925699631,M208T1063: C17212,C17212,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M948T819,948.287719726563,818.772,2086292.63483,C02944,947.2666,C33H56N7O17P3S,3-cis-Dodecenoyl-CoA,[M+H]+,14,Ms1,0,0,0,0.0625,3,0,0,0.0046489749788623,M948T892: C03221,C03221,RC01078,C1b-C2b:*-*:C1b+C2b-C1b+C2b C2b-C1b:*-*:C2b+C5a-C2b+C5a
M220T1114,219.972846326995,1114.33746,5699258.042061,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.496455825987802,0.621423540791632,0.111111111111111,0.12634831278035,3,0,0,0.00139772063432986,M181T1085: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M297T823,297.242736816406,823.32552,1242114.221146,C14762,296.2351,C18H32O3,13(S)-HODE,[M+H]+,1,Ms1,0.435495567595772,0.280815415505775,0.111111111111111,0.0625,3,0,0,0.00114072664014508,M313T801: C14765,C14765,RC00241,C1c-C5a:*-*:C1b+C2b+O1a-C1b+C2b+O5a
M154T747,153.993530273438,747.09714,7512534.736633,C20798,153.9936,C3H6O5S,2-Hydroxy-3-oxopropane-1-sulfonate,[M]+,0,Ms1,0,0,0,0.0625,3,0,0,0.00217675335362655,M343T979: C20831,C20831,RC00439,C1y-C4a:C1y-*:C1y+O1a-C1c+O4a O2x-O1a:C1z-*:C1y-C1c
M153T70,153.01008605957,70.288842,26750311.19385,C00606,153.0096,C3H7NO4S,3-Sulfino-L-alanine,[M]+,3,Ms1,0.832123306636073,0.0716433373912684,0.111111111111111,0.0625,3,0,0,0.0010956967808009,M188T176: C00506,C00506,RC00580,S4a-S4a:*-O1d:C1b+O1d+O1d-C1b+O1d+O1d
M192T604,192.062026977539,603.57042,1875819.078613,C17691,192.0634,C7H12O6,2-epi-5-epi-Valiolone,[M]+,7,Ms2,0.996846978728931,0.996201847745356,1,0.992418121451262,3,0,0,0.000304643400979465,M192T627: C17694,C17694,RC01519,C1y-C1y:*-*:C1y+C5x+O1a-C1y+C5x+O1a
M297T823,297.242736816406,823.32552,1242114.221146,C19617,296.2351,C18H32O3,18-Oxooleate,[M+H]+,1,Ms1,0.435495567595772,0.280815415505775,0.111111111111111,0.0625,3,0,0,0.00114072664014508,M313T801: C19618,C19618,RC00080,C4a-C6a:*-O6a:C1b+O4a-C1b+O6a
M190T775,190.050104527606,775.27932,1254470.770752,C00944,190.0477,C7H10O6,3-Dehydroquinate,[M]+,13,Ms1,0.240527920662353,0.108029258866235,0,0.0625,3,0,0,0.00282200423955792,M192T541: C00296,C00296,RC00154,C1y-C5x:*-*:C1x+C1y+O1a-C1x+C1y+O5x
M228T870,228.007583618164,870.45462,11523363.46521,C21613,228.0035,C5H9O8P,(R)-2-(Phosphonomethyl)malate,[M]+,18,Ms1,0.38222922555912,0.0712190478908608,0,0.24788651556318,3,0,0,0.00274183128663985,M168T1008: C02798,C02798,RC00067,C1d-C5a:C1b-*:C1b+C6a+O1a-C1b+C6a+O5a
M391T1165,391.28446350361,1165.1517,1226247.547073,C03690,390.277,C24H38O4,Bis(2-ethylhexyl)phthalate,[M+H]+,1,Ms2,0.992104809613492,0.983524121239671,0.285714285714286,0.968417615793786,3,0,0,0.000358024078389807,M279T1143: C03343,C03343,RC00020,O6a-O7a:*-C1b:C6a-C7a
M168T1034,167.982238769531,1034.23092,11666504.90143,C02798,167.9824,C3H5O6P,3-Phosphonopyruvate,[M]+,1,Ms2,0.994254030020347,0.991546062252721,0.666666666666667,0.983163593568877,3,0,0,0.000308982922443413,M168T1008: C00074,C00074,RC02792,C1b-C2a:P1b-*:C5a-C2c C5a-C2c:*-*:C1b+C6a+O5a-C2a+C6a+O2b O5a-O2b:*-P1b:C5a-C2c P1b-P1b:C1b+*-*+O2b:O1c+O1c+O1c-O1c+O1c+O1c
M242T245,242.000464977112,245.024544,12984015.5713,C15651,242.0014,C6H11O6PS,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate,[M]+,4,Ms2,0.999081596870526,0.997975841851396,1,0.995955780919003,3,0,0,0.000287166870693634,M242T291: C15650,C15650,RC02421,C1b-C2b:*-*:C5a+O2b-C2c+O2b C5a-C2c:*-*:C1b+C5a+O5a-C2b+C5a+O1a
M209T501,208.980590820313,500.881782,3789744.79034,C14844,189.9629,C6H7BrO2,"Bromobenzene-3,4-dihydrodiol",[M+H+H2O]+,3,Ms1,0.14052858674411,0.152292240432524,0,0.0625,3,0,0,0.00265657264862673,M207T79: C14843,C14843,RC00386,C1y-C8y:*-*:C1y+C2x+O1a-C8y+C8x+O1a C1y-C8y:*-*:C1y+C2x+O1a-C8y+C8x+O1a
M251T984,250.960939442642,983.59878,2594132.820164,C11536,249.9548,C3H7O9PS,(2R)-O-Phospho-3-sulfolactate,[M+H]+,7,Ms1,0.277298124943925,0.870143971754035,0.25,0.24788651556318,3,0,0,0.00085912554665124,M168T1008: C00074,C00074,RC01799,C1b-C2a:S4a-*:C1c-C2c C1c-C2c:*-*:C1b+C6a+O2b-C2a+C6a+O2b
M164T499,164.067090205425,498.51396,6975130.488731,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.998936094117091,0.999841517658592,1,0.998817439326779,3,0,0,0.000269785660476751,M164T545: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M217T133,217.014587822054,133.409148,16341472.45119,C03356,216.0035,C4H9O8P,3-Phospho-D-erythronate,[M+H]+,15,Ms2,0.999812969033211,0.999812969033211,1,0.999782380536093,3,0,0,0.000349498457376418,M217T111: C04309,C04309,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M242T245,242.000464977112,245.024544,12984015.5713,C15650,242.0014,C6H11O6PS,"2,3-Diketo-5-methylthiopentyl-1-phosphate",[M]+,4,Ms2,0.999081596870526,0.997975841851396,1,0.995955780919003,3,0,0,0.000287166870693634,M242T291: C15651,C15651,RC02421,C1b-C2b:*-*:C5a+O2b-C2c+O2b C5a-C2c:*-*:C1b+C5a+O5a-C2b+C5a+O1a
M293T302,292.949662181478,301.789806,1257935.294006,C04264,273.9299,C9H7BrO3S,S-(4-Bromophenyl)-mercaptopyruvate,[M+H+H2O]+,5,Ms1,0.168514272305456,0.676953984763966,0,0.0625,3,0,0,0.00129722177211322,M275T81: C03900,C03900,RC00006,C1c-C5a:N1a+*-*+O5a:C1b+C6a-C1b+C6a
M217T133,217.014587822054,133.409148,16341472.45119,C04309,197.9929,C4H7O7P,Phosphoenol-4-deoxy-3-tetrulosonate,[M+H+H2O]+,15,Ms2,0.999812969033211,0.999812969033211,1,0.999782380536093,3,0,0,0.000350554340083908,M217T111: C03356,C03356,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M185T807,185.007583618164,807.19872,8908843.243652,C03671,184.0008,C7H4O6,"2-Pyrone-4,6-dicarboxylate",[M+H]+,6,Ms1,0.283383878805199,0.159824305904432,0.111111111111111,0.0625,3,0,0,0.00168178778039407,M203T974: C05616,C05616,RC02694,C6a-C8y:O6a+*-*+C8y:C8y+O6a-C8y+O1a C8y-C8y:O7x+*-*+C8y:C8x+O6a-C8x+O2a O6a-O2a:*-C1a:C8y-C8y O7x-O1a:C8y-*:C8y-C8y
M184T971,184.003448486328,970.54602,19700918.83839,C16613,184.0055,C5H4N4O2S,6-Thiourate,[M]+,11,Ms1,0.263198731065494,0.0859713252914219,0,0.0625,3,0,0,0.007095163053076,M171T43: C02380,C02380,RC02199,C8x-C8y:*-O5x:N4x+N5x-N4x+N4x C8x-C8y:*-O5x:N4x+N5x-N4x+N4x N5x-N4x:*-*:C8x+C8y-C8y+C8y N5x-N4x:*-*:C8x+C8y-C8y+C8y
M215T93,215.015777587891,93.058284,5136748.38681,C06055,215.0195,C4H10NO7P,O-Phospho-4-hydroxy-L-threonine,[M]+,17,Ms1,0.27992538023172,0.757054082690674,0.111111111111111,0.160567955653557,3,0,0,0.00321694232562719,M233T1034: C06054,C06054,RC00036,C1c-C5a:N1a+*-*+O5a:C1c+C6a-C1c+C6a
M227T293,226.951690673828,292.972884,5961448.819198,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.838515369044305,0.834660378561608,0.666666666666667,0.826027348858441,3,0,0,0.0003685769445958,M227T476: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M758T920,758.22216796875,919.63854,2277665.866028,C12646,757.2191,C33H41O20,Cyanidin 3-O-rutinoside 5-O-beta-D-glucoside,[M+H]+,6,Ms1,0,0,0,0.0625,3,0,0,0.00729948845762984,M595T98: C08620,C08620,RC00171,O1a-O2a:*-C1y:C8y-C8y
M297T823,297.242736816406,823.32552,1242114.221146,C06427,278.2246,C18H30O2,"(9Z,12Z,15Z)-Octadecatrienoic acid",[M+H+H2O]+,1,Ms1,0.474251509266489,0.226181590330632,0,0.0625,3,0,0,0.00125480914511433,M311T842: C04785,C04785,RC00561,C1b-C2b:*-*:C2b+C2b-C2b+C2b C2b-C1c:*-O2a:C1b+C2b-C1b+C2b
M164T499,164.067090205425,498.51396,6975130.488731,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.998936094117091,0.999841517658592,1,0.998817439326779,3,0,0,0.000269785660476751,M164T545: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M217T1003,217.014694213867,1002.75534,7744818.047668,C21585,216.0035,C4H9O8P,4-Phospho-D-threonate,[M+H]+,16,Ms1,0.157489223864299,0.78192502108646,0.111111111111111,0.249817860218768,3,0,0,0.00144910984081426,M170T1089: C00111,C00111,RC03485,C1b-C1c:*-C6a:C5a+O1a-C1c+O1a C5a-C1c:*-*:C1b+C1b+O5a-C1b+C1c+O1a
M170T1040,169.997848510742,1040.08872,13884254.14398,C00118,169.998,C3H7O6P,D-Glyceraldehyde 3-phosphate,[M]+,1,Ms2,0.999271440875072,0.999271440875072,1,0.998543412548543,3,0,0,0.00027286529651982,M170T1089: C00111,C00111,RC00423,C1b-C4a:*-*:C5a+O1a-C1c+O4a C5a-C1c:*-*:C1b+C1b+O5a-C1b+C4a+O1a
M180T475,180.044662475586,475.17024,6008284.883373,C05350,180.0423,C9H8O4,2-Hydroxy-3-(4-hydroxyphenyl)propenoate,[M]+,13,Ms2,0.99669837622882,0.996702562488561,1,0.993407653177167,3,0,0,0.000338893358553083,M180T498: C01179,C01179,RC00507,C1b-C2b:*-*:C5a+C8y-C2c+C8y C5a-C2c:*-*:C1b+C6a+O5a-C2b+C6a+O1a
M217T72,217.104766845703,72.325848,108040775.4867,C06579,198.0892,C10H14O4,"cis-2,3-Dihydroxy-2,3-dihydro-p-cumate",[M+H+H2O]+,13,Ms1,0.0731554944510278,0.706088466118681,0.111111111111111,0.0625,3,0,0,0.00172776287313803,M215T81: C06580,C06580,RC00057,C1y-C8y:*-*:C1y+C2y+O1a-C8y+C8y+O1a C1y-C8y:*-*:C1y+C2y+O1a-C8y+C8y+O1a
M163T249,162.97380065918,248.791332,4097186.32048,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.199633218168247,0.153226776991312,0,0.12634831278035,3,0,0,0.0057588240571802,M221T1005: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
