id,mz,rt,intensity,KEGGId,exactMass,formula,name,precursorType,ppm,inferLevel,forward,reverse,jaccard,parentTrace,inferSize,score1,score2,pvalue,seed,partnerKEGGId,KEGG_reaction,reaction
M208T968,208.039847780354,967.85664,6411366.02597,C17210,208.0405,C7H12O5S,2-(2'-Methylthio)ethylmalic acid,[M]+,3,Ms2,0.995830344202135,0.830976474000132,0.25,0.625886994561249,28,0,0,0.000665496109643726,M208T43: C17212,C17212,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M164T291,164.067153930664,290.754294,6464450.430969,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.991425444890703,0.993910017969876,1,0.90440976048759,28,0,0,0.000279434942382917,M164T314: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T291,164.067153930664,290.754294,6464450.430969,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.991425444890703,0.993910017969876,1,0.90440976048759,28,0,0,0.000279434942382917,M164T314: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M217T1141,217.014739990234,1141.28784,740392.9708405,C03356,216.0035,C4H9O8P,3-Phospho-D-erythronate,[M+H]+,16,Ms1,0.420485350468296,0.167662268069872,0,0.00373572664409609,28,0,0,0.00274401492228193,M198T988: C04309,C04309,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M220T549,219.972819110983,548.762406,4335166.402145,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.247041564329024,0.478817561796328,0.111111111111111,1.12219844777029E-16,28,0,0,0.00213686811816571,M181T443: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T178,226.951629638672,178.251606,8452520.28212,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.534242160807312,0.52947873500338,0.25,1.10770121644303E-05,28,0,0,0.00108308521929956,M227T568: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T178,226.951629638672,178.251606,8452520.28212,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.534242160807312,0.52947873500338,0.25,1.10770121644303E-05,28,0,0,0.00107761345569157,M227T568: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T616,162.97380065918,616.25178,4525833.051804,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.0898843302201122,0.180555296047705,0,1.12219844777029E-16,28,0,0,0.0057317100436356,M220T114: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M164T62,164.067077636719,62.39892,8705851.086851,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.983138837228032,0.977184322168953,0.666666666666667,0.88377503876505,29,0,0,0.000319142991319854,M164T291: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T62,164.067077636719,62.39892,8705851.086851,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.983138837228032,0.977184322168953,0.666666666666667,0.88377503876505,29,0,0,0.000319142991319854,M164T291: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M227T133,226.951538085938,132.769464,8419386.589571,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,0,Ms2,0.996881737553396,0.996881737553396,1,1.10424711333774E-05,29,0,0,0.000388978756810765,M227T178: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T133,226.951538085938,132.769464,8419386.589571,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.996881737553396,0.996881737553396,1,1.10424711333774E-05,29,0,0,0.0003901642201527,M227T178: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M220T848,219.972747802734,847.94526,1362643.689299,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,15,Ms1,0.197132144181526,0.0788352963684416,0,2.80549611942572E-17,29,0,0,0.00381207352219293,M163T616: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M163T180,162.973678588867,180.030984,3847758.376709,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,12,Ms1,0.182033435392437,0.0513476208766572,0,2.80549611942572E-17,29,0,0,0.00487776922605909,M220T549: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M164T39,164.067184448242,39.038043,7073403.546112,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.981263201086829,0.980152871053322,0.666666666666667,0.866234641610825,30,0,0,0.00032145028691466,M164T62: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T39,164.067184448242,39.038043,7073403.546112,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.981263201086829,0.980152871053322,0.666666666666667,0.866234641610825,30,0,0,0.00032145028691466,M164T62: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M220T138,219.972803309369,137.9055,8064957.79384,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,15,Ms1,0.0471627575385399,0.176624534391365,0,7.0137402985643E-18,30,0,0,0.00413539670996999,M163T180: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T889,226.95149230957,889.03896,15592107.54675,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,0,Ms1,0.991109166331338,0.180710714904985,0,2.76061778334434E-06,30,0,0,0.00145504128886276,M227T133: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T889,226.95149230957,889.03896,15592107.54675,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,0,Ms1,0.991109166331338,0.180710714904985,0,2.76061778334434E-06,30,0,0,0.0014465286440144,M227T133: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T1042,162.973831176758,1041.93888,6928227.204071,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.0943697946200015,0.0550366757768467,0,7.0137402985643E-18,30,0,0,0.00386793814010167,M220T848: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M164T429,164.067092895508,429.383712,6209141.977287,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.982645560852813,0.973742605730315,0.428571428571429,0.843489577095991,31,0,0,0.000400849179923668,M164T39: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T429,164.067092895508,429.383712,6209141.977287,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.982645560852813,0.973742605730315,0.428571428571429,0.843489577095991,31,0,0,0.000400849179923668,M164T39: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M227T773,226.951705932617,773.13384,6294806.586521,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.453421181327072,0.495590071094229,0.666666666666667,1.31129344708856E-06,31,0,0,0.000751378793779622,M227T889: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M220T1092,219.972791063602,1091.71428,5441023.810051,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,15,Ms1,0.117697930758823,0.733301112930239,0,1.75343507464107E-18,31,0,0,0.00209718381738422,M163T1042: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T773,226.951705932617,773.13384,6294806.586521,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.453421181327072,0.495590071094229,0.666666666666667,1.31129344708856E-06,31,0,0,0.000748214299839844,M227T889: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T478,162.973709106445,478.479342,4809918.908218,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,12,Ms1,0.0913748099523011,0.216664081160639,0,1.75343507464107E-18,31,0,0,0.00432660294328957,M220T138: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M164T268,164.067108154297,267.56025,6234872.318558,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.817208428515108,0.869472810345566,0.428571428571429,0.689306791767488,32,0,0,0.000416330637493578,M164T429: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T268,164.067108154297,267.56025,6234872.318558,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.817208428515108,0.869472810345566,0.428571428571429,0.689306791767488,32,0,0,0.000416330637493578,M164T429: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M227T728,226.951583862305,727.85118,5928204.875305,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.937799879898047,0.93711575486992,1,1.22883374852438E-06,32,0,0,0.000409537541666616,M227T773: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M220T709,219.972763494554,708.61206,2396209.423752,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,15,Ms1,0.176856164506099,0.0831457398776672,0,4.38358768660269E-19,32,0,0,0.00390543224757223,M163T478: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T728,226.951583862305,727.85118,5928204.875305,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.937799879898047,0.93711575486992,1,1.22883374852438E-06,32,0,0,0.000410818275691449,M227T773: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M181T214,180.984405517578,214.4445,3954894.82428,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H+H2O]+,12,Ms1,0.262178143851811,0.427995589789316,0,4.38358768660269E-19,32,0,0,0.00456943141076604,M220T1092: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M164T452_1,164.067077636719,452.445636,5815558.443779,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.865068603376727,0.813200114451689,0.428571428571429,0.560544361957648,33,0,0,0.000442369509697782,M164T268: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T452_1,164.067077636719,452.445636,5815558.443779,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.865068603376727,0.813200114451689,0.428571428571429,0.560544361957648,33,0,0,0.000442369509697782,M164T268: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M220T572,219.972795868725,571.760778,3431058.848073,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,15,Ms1,0.33590393966186,0.224558067114006,0,1.09589692165067E-19,33,0,0,0.00392902059606981,M181T214: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T937,226.951493932342,937.06572,37314567.81956,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,0,Ms2,0.999736201423724,0.624437508788584,0.166666666666667,7.67329884643901E-07,33,0,0,0.000667735643492762,M227T728: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T937,226.951493932342,937.06572,37314567.81956,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,0,Ms2,0.999736201423724,0.624437508788584,0.166666666666667,7.67329884643901E-07,33,0,0,0.000665083916145504,M227T728: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T639,162.973724365234,639.18,4673809.962055,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,12,Ms1,0.0720373229301442,0.141490829638899,0,1.09589692165067E-19,33,0,0,0.00344183917483876,M220T709: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T110,226.951644897461,109.653354,8252391.470265,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms1,0.2291336944891,0.994836085907515,0,1.91832471160975E-07,34,0,0,0.00149242276318606,M227T937: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M220T663,219.972769833003,663.19878,3302973.221336,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,15,Ms1,0.130223303938501,0.0890410783093559,0,2.73974230412668E-20,34,0,0,0.00411908145627704,M163T639: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T110,226.951644897461,109.653354,8252391.470265,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms1,0.2291336944891,0.994836085907515,0,1.91832471160975E-07,34,0,0,0.00150134402961211,M227T937: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T1087,162.97380065918,1087.42608,5927743.403512,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.730465175375126,0.0555540455513815,0,2.73974230412668E-20,34,0,0,0.00300780517433052,M220T572: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M220T1069,219.972859564595,1068.93336,6188174.440025,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.0920843798134589,0.794387838751626,0,6.8493557603167E-21,35,0,0,0.00205952811423704,M163T1087: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T796,226.951705932617,795.97386,6693469.192062,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms1,0.412945115830281,0.155276406336097,0,4.79581177902438E-08,35,0,0,0.00240819603179765,M227T110: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T796,226.951705932617,795.97386,6693469.192062,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms1,0.412945115830281,0.155276406336097,0,4.79581177902438E-08,35,0,0,0.00242649179445986,M227T110: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T134,162.973724365234,134.047926,3906871.152008,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,12,Ms1,0.186453805063621,0.0520774678273479,0,6.8493557603167E-21,35,0,0,0.00601156129139602,M220T663: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T1074,226.951766967773,1073.91216,4636021.864105,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,2,Ms2,0.514585079038121,0.657240598133869,0.25,2.46785318336121E-08,36,0,0,0.000970867907887252,M227T796: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T1074,226.951766967773,1073.91216,4636021.864105,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,2,Ms2,0.514585079038121,0.657240598133869,0.25,2.46785318336121E-08,36,0,0,0.000966222783991721,M227T796: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M220T594,219.972818711578,594.454572,4360027.981102,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.0462900113816201,0.200913331502919,0,1.71233894007917E-21,36,0,0,0.00703155404913458,M163T134: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M181T191,180.984390258789,191.45964,3976314.989807,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H+H2O]+,12,Ms1,0.189951909586756,0.357408255501561,0,1.71233894007917E-21,36,0,0,0.00556004328207194,M220T1069: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M220T618,219.972862455928,617.59854,4007338.694458,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.298204837272392,0.158974107287343,0,4.28084735019794E-22,37,0,0,0.00495837781706965,M181T191: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T866,226.951583862305,865.88022,13357051.50519,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.98592701697577,0.746631309420331,0.25,1.84257645375011E-08,37,0,0,0.000612168464911411,M227T1074: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T866,226.951583862305,865.88022,13357051.50519,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.98592701697577,0.746631309420331,0.25,1.84257645375011E-08,37,0,0,0.000609840366590619,M227T1074: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T387,162.973831176758,386.972004,4262230.630295,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.339621597126518,0.0585441154829996,0,4.28084735019794E-22,37,0,0,0.00290285873393081,M220T594: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M220T640,219.972850149005,640.39746,3678881.902954,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.0541291548653283,0.313151109066879,0,1.07021183754948E-22,38,0,0,0.0045849425203448,M163T387: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T522,226.951675415039,522.092484,4523838.848267,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.818598880220136,0.968389037534455,0.111111111111111,1.50833102175983E-08,38,0,0,0.00074719392123801,M227T866: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T522,226.951675415039,522.092484,4523838.848267,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.818598880220136,0.968389037534455,0.111111111111111,1.50833102175983E-08,38,0,0,0.000750351940039806,M227T866: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T662,162.973693847656,662.14938,4514847.481537,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,12,Ms1,0.0630971215531965,0.0823076083828833,0,1.07021183754948E-22,38,0,0,0.00369129832831527,M220T618: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M220T686,219.972775826737,685.93836,2961022.823819,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,15,Ms1,0.0828427820786886,0.0642034283571199,0,2.67552959387371E-23,39,0,0,0.00453606546988627,M163T662: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T1051,226.951873779297,1050.52602,4843801.437546,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,2,Ms2,0.749992817050684,0.805310167677294,0.25,1.13123743205459E-08,39,0,0,0.000881538102643908,M227T522: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T1051,226.951873779297,1050.52602,4843801.437546,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,2,Ms2,0.749992817050684,0.805310167677294,0.25,1.13123743205459E-08,39,0,0,0.000885585729535565,M227T522: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T1111,162.973815917969,1110.54924,6046301.274048,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.831389588554731,0.037005808565195,0,2.67552959387371E-23,39,0,0,0.0026604036894835,M220T640: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T155,226.951736450195,155.403774,8006376.861115,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,2,Ms1,0.442475459095236,0.361075306647497,0,2.82809358013648E-09,40,0,0,0.00230146430297085,M227T1051: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T155,226.951736450195,155.403774,8006376.861115,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms1,0.442475459095236,0.361075306647497,0,2.82809358013648E-09,40,0,0,0.0022845601622854,M227T1051: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M220T1046,219.972921845625,1046.0994,11961109.54123,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.0547181310538015,0.74434200271702,0,6.68882398468428E-24,40,0,0,0.00226302021966984,M163T1111: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M163T455,162.97380065918,455.277798,4222348.574982,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.1074005179227,0.101405316389444,0,6.68882398468428E-24,40,0,0,0.00355799827190828,M220T686: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
