xcms_id,mz,rt,rtmin,rtmax,maxInto,nticks,baseline,noise,area,integration,snRatio
M348T316,348.1766,315.95,314.74,321.96,362000,7,65200,456000,1098155.14453125,99.49,-8.4307
M348T699,348.2738,699.07,694.14,707.5,1100000,12,146000,1750000,5334349.5390625,59.04,-10.2952
M595T638,594.8531,638.33,634.63,645.65,2050000,9,207000,1860000,4967932.91015625,100,-9.8336
M595T582,595.3471,582.35,578.7,598.14,78300000,17,174000,2960000,233582063,99.09,-10.3034
M349T850,348.9893,849.83,842.54,857.09,463000,12,69100,830000,1994564.34765625,96.11,-9.0633
M349T850_1,348.9893,849.83,842.54,857.09,463000,12,69100,830000,1994564.34765625,96.11,-9.0633
M349T850_2,348.9893,849.83,842.54,857.09,463000,12,69100,830000,1994564.34765625,96.11,-9.0633
M349T540,349.1469,539.9,532.64,547.2,1840000,10,157000,1570000,5254015.5703125,100,-9.6617
M349T540_1,349.1469,539.9,532.64,547.2,1840000,10,157000,1570000,5254015.5703125,100,-9.6617
M349T521,349.2366,520.55,510.82,529.03,790000,14,92600,1300000,4646759.4296875,52.19,-10.1196
M349T726,349.2366,725.76,720.93,735.41,433000,12,92600,1110000,2445555.53515625,21.5,-10.8525
M349T1006,349.2366,1005.56,1001.9,1009.21,526000,7,92600,648000,1342881.02734375,11.52,-10.9374
M167T1047,167.0124,1047.18,1039.87,1048.38,21500000,8,331000,2650000,76464994.171875,73.85,-10.488
M167T271,167.089,271.01,268.61,278.36,10400000,9,43800,394000,28823315.4609375,98.99,-8.2889
M167T220,167.1178,220.2,217.79,223.85,326000,6,73700,442000,993655.50390625,98.32,-8.4119
M596T637,595.8574,637.13,634.63,640.77,325000,6,77300,464000,991673.0234375,100,-8.4425
M596T582,596.35,582.35,578.7,589.69,28700000,10,234000,2340000,84916895.796875,99.37,-10.0656
M350T215,350.2896,215.35,208.07,218.99,730000,9,107000,966000,3211744.4609375,99.63,-9.1797
M350T215_1,350.2896,215.35,208.07,221.41,730000,11,107000,1180000,3290461.59375,99.63,-9.3803
M168T1047,168.0157,1047.18,1041.08,1048.38,712000,7,37000,259000,2414369.046875,95.46,-7.9057
M168T469,168.0418,469.37,466.97,474.27,556000,6,96000,576000,1306445.15234375,97.93,-8.6794
M597T757,597.2673,757.29,753.64,763.3,442000,7,83400,583000,1376769.390625,26.77,-9.9894
M597T811,597.2673,810.52,808.08,816.58,562000,8,83400,667000,1582912.82421875,30.05,-10.0074
M597T811_1,597.2673,810.52,809.3,816.58,562000,7,83400,583000,1503247.19140625,21.87,-10.1917
M351T850,350.9867,849.83,842.54,855.87,382000,11,80000,880000,1793862.65625,96.23,-9.1206
M351T850_1,350.9867,849.83,842.54,855.87,382000,11,80000,880000,1793862.65625,96.23,-9.1206
M351T828,351.2133,827.86,821.81,835.19,975000,12,67800,814000,4470524.84375,81.78,-9.2051
M351T627,351.2525,627.32,624.91,633.41,1480000,7,148000,1040000,3693317.296875,20.85,-10.8136
M351T699,351.2525,699.07,694.14,707.5,1560000,12,148000,1780000,5186895.83203125,27.13,-11.0897
M351T748,351.2525,747.55,740.28,753.64,1450000,11,148000,1630000,4420202.70703125,23.75,-11.1358
M351T990,351.2525,989.71,982.42,997.02,615000,13,148000,1920000,4218565.640625,17.24,-11.6231
M169T73,169.0932,72.94,65.74,76.49,395000,10,49500,495000,1646703.16015625,10.63,-10.7493
M169T251,169.0932,250.54,246.87,255.36,449000,8,49500,396000,1127750.8046875,6.44,-11.0269
M169T904,169.0932,904.47,897.2,911.74,865000,13,49500,644000,4357974.703125,58.79,-9.3014
M169T1047,169.0932,1047.18,1041.08,1050.78,677000,8,49500,396000,2304798.70507813,15.62,-10.1411
M863T635,862.565,634.63,628.54,645.65,1100000,9,110000,991000,2462799.15429688,98.6,-9.2151
M352T411,352.1862,411.39,404.18,416.22,659000,6,84800,509000,1433995.19140625,86.56,-8.6787
M352T1044,352.2477,1043.58,1041.08,1047.18,449000,6,46800,281000,1399612.1484375,97.19,-7.9679
M599T926,599.368,926.38,921.41,928.83,281000,6,66400,399000,912313.3828125,87.83,-8.4201
M864T635,863.569,634.63,628.54,635.86,642000,6,82800,497000,1252495.94921875,100,-8.5107
M353T540,353.0987,539.9,529.03,547.2,2180000,12,155000,1860000,6276404.14453125,100,-9.831
M353T780,353.229,780.31,773.03,787.54,1000000,13,164000,2130000,8719015.0625,73.63,-10.2744
M353T1012,353.2658,1011.63,1001.9,1014.06,380000,7,56000,392000,934003.009765625,40.24,-9.1839
M354T669,354.1326,668.66,666.23,672.3,417000,6,50100,300000,1026699.86523438,100,-8.0078
M171T535,171.1012,535.07,527.82,543.55,804000,9,36800,331000,2688779.48046875,99.33,-8.1117
M171T187,171.1488,187.36,178.82,195.91,812000,15,148000,2220000,6240809.0625,14.52,-11.9378
M171T579,171.1488,578.7,571.46,586.04,3550000,13,148000,1930000,17979658.046875,60.93,-10.3608
M603T881,603.3757,881.43,878.93,885.12,885000,6,132000,792000,2729197.6875,100,-8.9773
M355T523,355.1508,522.97,520.55,526.6,250000,6,39200,235000,678584.087890625,89.48,-7.8732
M355T731,355.2445,730.57,723.34,737.85,1300000,13,200000,2600000,6937927.859375,90.36,-10.2691
M355T697,355.2626,696.63,692.94,700.28,515000,7,73100,512000,1539919.62890625,24.24,-9.9576
M355T718,355.2626,718.42,709.92,725.76,1020000,12,73100,877000,3351377.1484375,59.34,-9.6012
M172T1047,171.7395,1047.18,1039.87,1050.78,340000,10,69800,698000,1580556.49609375,8.6,-11.3041
M172T1047_1,171.8056,1047.18,1039.87,1054.48,851000,11,246000,2700000,5591257,35.88,-11.229
M172T1068,171.7395,1068,1056.99,1069.22,214000,9,69800,628000,1288855.734375,5.81,-11.5914
M172T1077,171.7395,1077.49,1077.49,1083.06,271000,7,69800,489000,1021270.015625,3.33,-11.8958
M172T843,171.7498,842.54,837.59,844.98,384000,7,121000,849000,1813496.265625,0.49,-14.3744
M172T939,171.7498,938.52,936.09,942.26,609000,6,121000,728000,2024706.8515625,0.71,-13.8459
M172T980,171.7498,980,972.68,982.42,879000,7,121000,849000,3518868.3125,3.06,-12.5332
M172T990,171.7498,989.71,986.06,993.37,556000,6,121000,728000,2165517.125,0.79,-13.7314
M172T1002,171.7498,1001.9,993.37,1005.56,1750000,10,121000,1210000,5371264.1328125,2.18,-13.2308
M172T1007,171.7498,1006.76,1004.33,1017.75,869000,12,121000,1460000,6586916.953125,2.57,-13.2465
M172T1048,171.7498,1048.38,1041.08,1055.77,3500000,14,121000,1700000,25520590.9375,77.85,-9.9905
M172T1189,171.7498,1189.3,1183.61,1199.17,1840000,17,121000,2060000,16001470.875,7.33,-12.5481
M172T819,171.7603,819.23,808.08,820.49,3250000,11,852000,9380000,20177339,3.06,-14.935
M172T841,171.7603,841.31,833.97,848.61,4070000,13,852000,11100000,30185846.125,6.5,-14.3496
M172T870,171.7603,870.41,863.17,877.72,4660000,13,852000,11100000,31616125.75,41.15,-12.5035
M172T1015,171.7603,1015.28,1007.97,1022.64,2130000,13,852000,11100000,23613267.125,5.34,-14.5462
M172T1044,171.7603,1043.58,1036.19,1043.58,4040000,6,852000,5110000,13981785.96875,2.58,-14.4996
M172T1118,171.7603,1117.73,1110.76,1124.56,1890000,15,852000,12800000,26482749.375,6.98,-14.421
M172T521,171.7645,520.55,515.65,525.38,1910000,9,434000,3900000,8493000.78125,1.29,-14.9244
M172T552,171.7645,552.04,538.68,555.69,2140000,15,434000,6510000,22836616.375,4.71,-14.1386
M172T687,171.7645,686.92,679.65,694.14,3170000,13,434000,5640000,27020832.25,56.77,-11.5064
M172T716,171.7645,715.99,708.72,723.34,2630000,12,434000,5210000,21860033.4375,9.78,-13.1847
M172T745,171.7645,745.14,740.28,746.34,1920000,6,434000,2600000,6440793.3125,1.23,-14.5667
M172T761,171.7645,760.9,746.34,763.3,2600000,15,434000,6510000,26028855.4375,5.82,-13.9264
M172T772,171.7645,771.82,766.95,783.91,2020000,15,434000,6510000,24526971.78125,4.94,-14.0916
M172T795,171.7645,794.77,788.75,797.18,2060000,8,434000,3470000,10054451.375,2.02,-14.3584
M172T823,171.7645,823.03,819.23,825.43,2330000,6,434000,2600000,7314474.5390625,1.46,-14.3915
M172T829,171.7645,829.11,825.43,832.75,2040000,7,434000,3040000,8632183.375,1.69,-14.3988
M172T240,171.7802,239.6,233.57,245.66,2420000,11,524000,5760000,13568810.25,2.28,-14.7406
M172T271,171.7802,271.01,263.78,278.36,2670000,13,524000,6810000,23268661.3125,10.2,-13.4109
M172T402,171.7802,401.78,394.53,408.99,2620000,13,524000,6810000,26766598.25,70.07,-11.484
M172T500,171.7802,499.82,499.82,513.24,2290000,12,524000,6280000,19543213.71875,3.47,-14.41
M172T519,171.7802,519.32,512.03,520.55,1960000,8,524000,4190000,11857144.8125,1.99,-14.5619
M172T530,171.7802,530.24,522.97,537.49,2180000,13,524000,6810000,23704012.375,6.17,-13.9144
M172T12,171.7891,12.35,7.49,13.57,1850000,6,333000,2000000,5902346.5,1.38,-14.1853
M172T15,171.7891,14.79,12.35,24.55,1870000,11,333000,3660000,13971521.28125,3.52,-13.8543
M172T29,171.7891,29.42,26.99,33.11,1870000,6,333000,2000000,6135141.78125,1.61,-14.0315
M172T32,171.7891,31.88,31.88,44,1780000,11,333000,3660000,8152757.375,1.22,-14.9177
M172T63,171.7891,63.35,53.73,66.94,5270000,12,333000,3990000,15852426.28125,4.65,-13.6635
M172T63_1,172.0453,63.35,57.34,66.94,597000,9,61800,556000,3017293.9765625,82.63,-8.8149
M172T85,171.7891,84.86,77.69,92.12,2810000,13,333000,4320000,20109529.65625,9.76,-13.0018
M172T96,171.7891,95.77,90.9,96.99,1840000,6,333000,2000000,7010757.03125,1.8,-13.9172
M172T124,171.7891,123.93,116.57,131.2,2160000,13,333000,4320000,23385125.75,40.01,-11.5908
M172T212,171.7891,211.75,204.44,218.99,2780000,13,333000,4320000,23788545.25,22,-12.1887
M172T237,171.7891,237.2,229.95,239.6,2270000,9,333000,2990000,12249400.75,3.69,-13.6054
M172T251,171.7891,250.54,243.23,251.74,1910000,8,333000,2660000,10050557.9375,2.94,-13.7151
M172T289,171.7891,289.35,280.77,290.56,1850000,8,333000,2660000,9899686.40625,2.91,-13.7269
M172T0,171.7925,0.34,0.34,12.35,1880000,11,210000,2310000,16740782.9375,10.16,-12.3334
M172T25,171.7925,24.55,11.15,29.42,1860000,16,210000,3360000,18427755.34375,10.74,-12.6519
M172T65,171.7925,64.55,57.34,71.76,6160000,13,210000,2730000,34629048.59375,51.47,-10.8777
M172T65_1,171.8495,64.55,57.34,65.74,1180000,6,170000,1020000,4374889.84375,81.8,-9.4299
M172T65_2,171.9913,64.55,57.34,68.15,1840000,10,95400,954000,5091962.15625,73.8,-9.4667
M172T73,171.7925,72.94,70.55,78.89,2620000,8,210000,1680000,8144317.03125,3.94,-12.9628
M172T88,171.7925,88.49,80.1,94.56,2060000,13,210000,2730000,12169156.46875,7.43,-12.8131
M172T97,171.7925,96.99,93.34,103.12,1730000,8,210000,1680000,4063501.6875,1.83,-13.7276
M172T51,171.8885,51.34,44,56.13,148000,6,34600,208000,690357.1015625,50.76,-8.3176
M172T579,172.1521,578.7,573.86,581.13,285000,7,38500,269000,1043015.91796875,95.56,-7.9441
M604T490,604.3322,490.04,487.59,493.71,1180000,6,188000,1130000,2669894.5703125,100,-9.3315
M356T587,356.2425,587.28,584.84,596.95,2030000,11,112000,1230000,6170129.92578125,88.44,-9.5386
M356T587_1,356.2425,587.28,586.04,598.14,2030000,11,112000,1230000,5688047.9140625,54.97,-10.0141
M605T870,605.3949,870.41,868.01,875.29,1770000,7,165000,1160000,5062162.98828125,94.53,-9.4121
M357T806,357.2782,805.65,795.98,815.38,7600000,16,475000,7600000,27829122.0546875,9.39,-13.6046
M357T819,357.2782,819.23,811.75,826.63,40700000,12,475000,5700000,131725673.882813,54.75,-11.5535
M357T823,357.2782,823.03,823.03,837.59,10300000,13,475000,6180000,20410359.796875,2.38,-14.7701
M357T852,357.2782,852.26,843.79,861.95,8580000,15,475000,7130000,40076337.3515625,14.6,-13.0983
M357T852_1,357.2782,852.26,851.06,868.01,8580000,15,475000,7130000,38456044.421875,10.46,-13.4319
M357T921,357.2782,921.41,903.27,921.41,6240000,14,475000,6650000,13576459.7773438,3.99,-14.3273
M357T923,357.2782,922.68,915.37,930.07,11100000,13,475000,6180000,40721130.6796875,15.94,-12.8672
M606T870,605.8965,870.41,868.01,875.29,1190000,7,136000,951000,3961276.08984375,96.13,-9.2
M173T78,173.0418,77.69,75.28,82.46,701000,7,66000,462000,2601368.83203125,100,-8.4378
M173T491,173.0853,491.29,483.94,498.62,379000,13,41800,544000,3087638.75,87.24,-8.7381
M173T219,173.1168,218.99,208.07,226.3,225000,8,44000,352000,753916.783203125,9.66,-10.5036
M173T547,173.1168,547.2,544.76,554.47,449000,6,44000,264000,1444146.35742188,26.84,-9.1942
M173T585,173.1168,584.84,583.63,592.11,868000,8,44000,352000,2961580.7109375,59.4,-8.6874
M358T819,358.2817,819.23,811.75,826.63,9930000,10,261000,2610000,31969631.6757813,63.37,-10.6254
M358T851,358.2817,851.06,843.79,859.5,2140000,12,261000,3130000,7576503.52734375,11.3,-12.532
M358T923,358.2817,922.68,915.37,931.28,2640000,12,261000,3130000,8746458.42578125,13.64,-12.3439
M871T941,870.6143,941.02,931.28,947.12,412000,6,42100,252000,1156308.16992188,99.11,-7.8426
M174T361,174.0547,360.69,358.24,364.33,339000,6,41800,251000,751411.7421875,93.95,-7.8898
M174T85,174.076,84.86,77.69,93.34,504000,10,57900,579000,1435412.9765625,87.47,-8.7982
M174T85_1,174.076,84.86,77.69,89.69,504000,9,57900,521000,1406364.41015625,87.47,-8.6928
M174T902,174.0903,902.05,896,909.31,201000,11,42400,466000,1212205.64453125,74.82,-8.7379
M174T902_1,174.0903,902.05,899.63,910.53,201000,10,42400,424000,1169424.3828125,55.12,-8.9481
M174T902_2,174.0903,902.05,902.05,918.99,201000,10,42400,424000,1080376.57421875,37.21,-9.341
M174T350,174.112,349.77,346.17,357.01,25700000,10,70000,700000,82745756.09375,95.95,-8.8947
M174T363,174.112,363.12,363.12,369.12,400000,6,70000,420000,1248592.2578125,0.57,-13.5118
M174T444,174.112,444.02,439.11,448.85,490000,9,70000,630000,1412102.58203125,0.98,-13.3762
M174T234,174.1235,233.57,226.3,240.81,2600000,12,42600,511000,8377482.58203125,89.25,-8.6528
M174T894,174.1235,893.61,891.19,899.63,234000,8,42600,341000,817582.484375,3.36,-11.528
M359T65,359.2282,64.55,57.34,68.15,1520000,10,163000,1630000,7877731.4375,35.29,-10.7406
M359T258,359.2282,257.75,255.36,265,3100000,9,163000,1470000,7077343.13671875,33.52,-10.6868
M359T366,359.2282,365.54,364.33,378.81,1230000,9,163000,1470000,3047899.59375,11.01,-11.8001
M359T421,359.2282,421.04,415,425.92,1330000,9,163000,1470000,3152220.265625,14.31,-11.5379
M359T924,359.2399,923.94,915.37,928.83,271000,10,54800,548000,1208613.69921875,100,-8.6095
M359T924_1,359.2399,923.94,915.37,928.83,271000,10,54800,548000,1208613.69921875,100,-8.6095
M359T819,359.2849,819.23,816.58,825.43,929000,8,120000,961000,2896305.3671875,85.59,-9.3258
M359T992,359.2936,992.14,989.71,995.81,1110000,6,247000,1480000,3111205.9375,95.22,-9.6527
M360T79,360.1491,78.89,75.28,86.07,1120000,9,68700,618000,3345644.625,98.36,-8.7461
M360T375,360.2123,375.17,372.73,384.87,684000,6,125000,751000,1565331.23828125,41.78,-9.7961
M175T1044,174.9913,1043.58,1041.08,1047.18,366000,6,57400,345000,932220.73828125,100,-8.1449
M175T80,175.0711,80.1,78.89,84.86,2180000,6,86000,516000,4994150.86328125,62.65,-9.0166
M175T269,175.0963,268.61,267.4,273.51,532000,6,64500,387000,1176660.08203125,18.39,-9.9542
M175T471,175.0963,470.63,460.96,480.34,1120000,12,64500,774000,4154813.39648438,71,-9.2966
M175T471_1,175.0963,470.63,460.96,480.34,1120000,12,64500,774000,4154813.39648438,71,-9.2966
M175T78,175.1074,77.69,76.49,93.34,4150000,15,183000,2750000,18455940.4140625,78.47,-10.4642
M175T78_1,175.1074,77.69,76.49,84.86,4150000,8,183000,1470000,15596724.9765625,79.65,-9.8206
M175T84,175.1074,83.66,80.1,95.77,3850000,14,183000,2570000,10769394.1015625,48.78,-10.8705
M175T84_1,175.1074,83.66,82.46,98.22,3850000,14,183000,2570000,10868594.2265625,49.19,-10.8622
M175T85,175.1074,84.86,84.86,100.67,3120000,14,183000,2570000,7161859.8671875,10.46,-12.4099
M175T71,175.1187,70.55,68.15,77.69,2910000,9,134000,1210000,7429168.28125,54.8,-9.9999
M175T350,175.1187,349.77,347.38,361.9,2300000,10,134000,1340000,6265411.58789063,45.2,-10.2979
M361T539,361.1726,538.68,531.44,545.98,404000,9,69200,622000,1434085.65820313,100,-8.7363
M361T539_1,361.1726,538.68,531.44,545.98,404000,9,69200,622000,1434085.65820313,100,-8.7363
M361T539_2,361.1726,538.68,531.44,545.98,404000,9,69200,622000,1434085.65820313,100,-8.7363
M361T312,361.2071,312.31,311.07,330.4,303000,11,55700,612000,1419713.515625,77.34,-8.9766
M611T552,611.3419,552.04,547.2,554.47,302000,7,66800,467000,1088011.74609375,47.4,-9.1961
M611T707,611.3419,707.5,702.7,711.14,400000,8,66800,534000,1183551.77734375,52.6,-9.2255
M176T562,176.0704,561.76,559.36,567.78,951000,7,57100,400000,1938217.16796875,94.81,-8.3471
M176T84,176.0915,83.66,76.49,90.9,1440000,12,53900,647000,3300236.08789063,65.64,-9.1955
M176T84_1,176.0915,83.66,76.49,90.9,1440000,12,53900,647000,3300236.08789063,65.64,-9.1955
M176T84_2,176.0915,83.66,82.46,90.9,1440000,8,53900,431000,3141408.109375,67.26,-8.7658
M176T208,176.0915,208.07,204.44,215.35,348000,9,53900,485000,1726642.99609375,31.34,-9.6473
M176T208_1,176.0915,208.07,204.44,215.35,348000,9,53900,485000,1726642.99609375,31.81,-9.6323
M176T208_2,176.0915,208.07,204.44,215.35,348000,9,53900,485000,1726642.99609375,31.81,-9.6323
M176T74,176.1027,74.11,72.94,81.3,23000000,8,189000,1510000,57383258.578125,94.6,-9.6788
M176T74_1,176.1027,74.11,72.94,81.3,23000000,8,189000,1510000,57383258.578125,94.6,-9.6788
M176T87,176.1278,87.27,83.66,94.56,2320000,10,151000,1510000,14195273.5625,36.12,-10.6435
M176T170,176.1278,170.23,162.9,177.6,4380000,13,151000,1970000,25222461.6875,63.88,-10.3359
M177T54,177.007,53.73,46.43,58.54,1770000,11,407000,4480000,12961202.84375,49.89,-11.4055
M177T1048,177.007,1048.38,1042.27,1048.38,2610000,6,407000,2440000,7676484.34375,6.7,-12.8065
M177T832,177.0543,831.52,830.31,836.39,189000,6,38900,234000,599523.3828125,99.08,-7.7655
M177T832_1,177.0543,831.52,830.31,836.39,189000,6,38900,234000,599523.3828125,95.12,-7.8062
M177T76,177.0867,76.49,70.55,83.66,681000,9,38800,349000,2100866.36328125,77.6,-8.4117
M177T74,177.1061,74.11,72.94,78.89,1120000,6,45100,270000,2643912.85546875,87.57,-8.0352
M363T731,363.2522,730.57,728.16,747.55,482000,8,77800,622000,1381164.20703125,7.98,-11.2637
M363T760,363.2522,759.69,754.85,766.95,2940000,11,77800,856000,9563825.59375,81.98,-9.2533
M364T760,364.2557,759.69,757.29,764.53,484000,7,87700,614000,1604693.44921875,100,-8.7223
M178T891,178.0988,891.19,885.12,898.42,315000,12,51800,622000,1561347.11328125,73.58,-9.0417
M178T891_1,178.0988,891.19,885.12,898.42,315000,12,51800,622000,1561347.11328125,72.09,-9.0622
M178T891_2,178.0988,891.19,887.57,898.42,315000,10,51800,518000,1220861.80078125,66.36,-8.9626
M365T79,365.1043,78.89,72.94,82.46,407000,8,69000,552000,1508310.7109375,100,-8.6155
M365T79_1,365.1043,78.89,72.94,82.46,407000,8,69000,552000,1508310.7109375,100,-8.6155
M365T991,365.1354,990.92,986.06,998.26,598000,11,82500,908000,3712004.48046875,99.18,-9.1216
M365T469,365.2315,469.37,462.15,476.71,308000,13,72000,936000,2469727.578125,66.63,-9.5505
M617T582,617.3296,582.35,578.7,588.48,1280000,9,146000,1310000,4669545.94921875,100,-9.4818
M367T591,367.2084,590.91,583.63,601.79,378000,15,78100,1170000,2373999.80078125,57.37,-9.9243
M367T892,367.2471,892.4,885.12,899.63,355000,13,78600,1020000,2625707.46484375,54.59,-9.8377
M180T399,180.0652,399.36,396.95,406.57,5430000,8,89100,713000,14169737.6660156,100,-8.872
M180T75,180.0864,75.28,70.55,81.3,258000,10,38400,384000,1182543.81640625,98.02,-8.2743
M180T361,180.1016,360.69,359.47,365.54,762000,6,88100,528000,1819308.4765625,74.01,-8.8735
M180T528,180.1592,527.82,521.76,537.49,390000,12,37600,451000,2081074.671875,97.44,-8.4405
M368T1006,368.4246,1005.56,998.26,1012.85,3170000,13,180000,2340000,34865604.875,99.54,-10.0641
M369T350,369.1987,349.77,347.38,354.59,2940000,7,69000,483000,7429133.9765625,100,-8.4833
M369T561,369.2244,560.56,559.36,573.86,323000,13,64900,844000,1935388.7890625,59.07,-9.5673
M369T936,369.2417,936.09,933.69,942.26,1790000,7,70300,492000,3966231.53125,87.55,-8.6337
M182T1048,181.9882,1048.38,1041.08,1048.38,5270000,7,161000,1130000,11530733.875,100,-9.3316
M182T1048_1,181.9882,1048.38,1041.08,1048.38,5270000,7,161000,1130000,11530733.875,100,-9.3316
M182T208,182.0809,208.07,200.78,215.35,17000000,13,366000,4760000,114344118.65625,99.92,-10.7722
M182T490,182.1901,490.04,487.59,496.12,466000,7,44600,312000,1435551.27734375,87.63,-8.1783
M371T517,370.7308,516.93,515.65,521.76,1290000,6,200000,1200000,3625890.9453125,100,-9.3935
M371T720,371.2575,719.64,714.76,723.34,399000,8,77400,619000,1395278.76953125,26.88,-10.0447
M183T208,183.0843,208.07,200.78,215.35,1780000,13,56100,729000,10127262.4570313,73.77,-9.1991
M183T564,183.0843,564.16,560.56,572.64,464000,8,56100,449000,1520779.41015625,7.82,-10.958
M183T863,183.0843,863.17,859.5,868.01,238000,8,56100,449000,916994.01171875,4.02,-11.6224
M183T879,183.0843,878.93,876.51,885.12,864000,7,56100,393000,2023073.6171875,12.62,-10.3459
M184T421,184.0366,421.04,418.62,436.72,2430000,8,43600,349000,5055429.52539063,100,-8.1565
M184T240,184.06,239.6,237.2,246.87,2650000,8,141000,1130000,5545958.33203125,91.46,-9.4224
M373T748,373.2337,747.55,745.14,751.2,257000,6,48900,294000,824001.890625,78.98,-8.2208
M373T448,373.244,447.64,445.22,452.44,1310000,7,183000,1280000,2791035.0546875,78.31,-9.7013
M373T697,373.2734,696.63,690.55,701.49,2420000,10,170000,1700000,7878446.08984375,6.05,-12.5457
M373T718,373.2734,718.42,709.92,724.56,6440000,13,170000,2210000,27895599.4882813,24.42,-11.4132
M373T752,373.2734,752.43,745.14,754.85,958000,9,170000,1530000,3722697.2734375,2.16,-13.473
M373T847,373.2734,847.38,836.39,852.26,6450000,14,170000,2380000,25746111.3125,22.25,-11.5804
M373T889,373.2734,888.78,885.12,898.42,4910000,12,170000,2040000,18358930.703125,15.44,-11.7914
M373T928,373.2734,927.61,923.94,934.9,8690000,10,170000,1700000,27738867.296875,24.65,-11.1417
M374T293,374.2022,292.95,290.56,297.78,703000,7,87200,610000,1974240.875,89.03,-8.8325
M374T718,374.2767,718.42,712.33,724.56,1320000,11,113000,1240000,5844520.30078125,27.04,-10.7367
M374T841,374.2767,841.31,838.79,844.98,537000,6,113000,679000,1977313.75,7.43,-11.4218
M374T847,374.2767,847.38,841.31,852.26,1240000,10,113000,1130000,4447459.72265625,17.33,-11.0861
M374T889,374.2767,888.78,878.93,898.42,1040000,12,113000,1360000,3970463.23046875,15.72,-11.3657
M374T928,374.2767,927.61,923.94,933.69,1890000,9,113000,1020000,5954125.20703125,28.86,-10.4707
M374T834,374.2892,833.97,831.52,837.59,154000,6,50800,305000,618534.4453125,98.72,-8.0351
M185T1048,184.9855,1048.38,1041.08,1048.38,469000,7,38500,270000,1508497.35546875,82.43,-8.0936
M185T68,185.0939,68.15,65.74,71.76,257000,6,78300,470000,1013665.21875,100,-8.4549
M185T68_1,185.0939,68.15,65.74,71.76,257000,6,78300,470000,1013665.21875,100,-8.4549
M185T597,185.1169,596.95,589.69,604.23,452000,13,53200,692000,2218728.1328125,71.18,-9.182
M375T312,375.1866,312.31,305.05,319.55,319000,10,49300,493000,1166611.734375,93.22,-8.5736
M375T312_1,375.1866,312.31,305.05,319.55,319000,10,49300,493000,1166611.734375,93.22,-8.5736
M375T1047,375.2047,1047.18,1041.08,1048.38,345000,7,50100,351000,1064147.34765625,87.31,-8.2987
M375T219,375.2234,218.99,208.07,221.41,351000,6,50300,302000,871692.4921875,92.15,-8.0947
M375T806,375.2889,805.65,799.61,811.75,6160000,11,528000,5810000,19066113.1015625,8.35,-13.4528
M375T819,375.2889,819.23,812.96,827.86,20900000,13,528000,6870000,64911414.296875,33.04,-12.245
M375T851,375.2889,851.06,848.61,858.29,13200000,9,528000,4760000,48459045.4375,24.15,-12.1908
M375T859,375.2889,859.5,854.66,865.59,8120000,10,528000,5280000,28503375.28125,10.65,-13.1147
M375T924,375.2889,923.94,916.58,931.28,10300000,13,528000,6870000,37891701.9570313,17.92,-12.857
M375T941,375.2889,941.02,934.9,944.7,3350000,9,528000,4760000,11427893.859375,4.33,-13.9103
M186T73,186.0161,72.94,71.76,78.89,3560000,7,99200,694000,5697733.5703125,91.89,-8.9303
M186T458,186.1125,458.48,456.07,462.15,360000,6,42800,257000,979031.703125,93.82,-7.9139
M186T578,186.2218,577.5,575.08,581.13,215000,6,48400,290000,664412.19921875,98.67,-7.9869
M376T819,376.2923,819.23,815.38,826.63,5520000,10,252000,2520000,16299246.5351563,38.67,-11.086
M376T851,376.2923,851.06,848.61,859.5,3270000,10,252000,2520000,13247643.7890625,29.97,-11.3409
M376T853,376.2923,853.46,853.46,865.59,2210000,11,252000,2780000,8652484.484375,11.85,-12.3635
M376T924,376.2923,923.94,920.2,930.07,2140000,9,252000,2270000,8095776.515625,16.44,-11.8358
M377T661,377.2787,661.4,657.8,663.83,468000,6,114000,684000,1365059.19140625,100,-8.83
M187T457,187.0621,457.27,452.44,459.74,485000,6,55400,332000,1162295.16015625,91.99,-8.1926
M187T84,187.1078,83.66,77.69,90.9,264000,10,62300,623000,1390405.015625,77.93,-8.9861
M378T761,378.2303,760.9,756.06,774.23,1030000,15,176000,2650000,5378624.37109375,79.27,-10.416
M378T479,378.238,479.14,477.91,485.15,3410000,7,135000,946000,8025772.64453125,97.54,-9.1792
M378T479_1,378.238,479.14,477.91,485.15,3410000,7,135000,946000,8025772.64453125,97.54,-9.1792
M378T479_2,378.238,479.14,477.91,485.15,3410000,7,135000,946000,8025772.64453125,97.54,-9.1792
M378T479_3,378.238,479.14,477.91,485.15,3410000,7,135000,946000,8025772.64453125,97.54,-9.1792
M188T220,188.1156,220.2,205.66,223.85,529000,12,73400,881000,2251105.90234375,87.8,-9.214
M379T480,379.2415,480.34,477.91,491.29,516000,8,50400,403000,1527730.85546875,87.07,-8.441
M379T480_1,379.2415,480.34,477.91,491.29,516000,8,50400,403000,1527730.85546875,87.07,-8.441
M379T705,379.2946,705.12,688.14,705.12,10700000,12,396000,4750000,28195950.4609375,65.28,-11.1953
M379T705_1,379.2946,705.12,699.07,712.33,10700000,12,396000,4750000,41694412.6328125,100,-10.7689
M380T450,380.2177,450.04,447.64,457.27,583000,6,124000,742000,1666958.7109375,81.73,-9.1141
M380T72,380.2981,71.76,70.55,77.69,1410000,7,98300,688000,3196626.0859375,22.74,-10.3176
