,physic_x,physic_y,block_x,block_y,r,g,b,black_pixels,black_density,black_ratio,#8230b8_pixels,#8230b8_density,#8230b8_ratio
"71,61",71,61,7,6,225.67,115.16,219.91,0,0,0,0,0,0
"71,71",71,71,7,7,218.78,104.38,215.65,0,0,0,0,0,0
"71,81",71,81,7,8,231.63,135.3,221.56,0,0,0,0,0,0
"71,91",71,91,7,9,227.22,136.49,225.2,0,0,0,0,0,0
"71,101",71,101,7,10,232.97,158.97,232.29,0,0,0,0,0,0
"71,111",71,111,7,11,216.12,130.33,218.65,0,0,0,0,0,0
"71,121",71,121,7,12,199.51,97.75,202.35,0,0,0,0,0,0
"71,131",71,131,7,13,215.69,121.45,217.22,0,0,0,0,0,0
"71,141",71,141,7,14,188.3,82.21,205.14,0,0,0,0,0,0
"71,151",71,151,7,15,186.71,83.48,215.15,0,0,0,0,0,0
"71,161",71,161,7,16,209.77,131.2,232.08,0,0,0,0,0,0
"71,171",71,171,7,17,251.68,244.71,252.13,0,0,0,0,0,0
"71,181",71,181,7,18,252.09,245.14,252.45,0,0,0,0,0,0
"71,191",71,191,7,19,251.36,245.9,251.57,0,0,0,0,0,0
"71,201",71,201,7,20,253.68,246.58,253.49,0,0,0,0,0,0
"71,211",71,211,7,21,252.63,247.27,253.37,0,0,0,0,0,0
"71,221",71,221,7,22,253.27,246.49,253.27,0,0,0,0,0,0
"71,231",71,231,7,23,253.55,247.13,253.82,0,0,0,0,0,0
"71,241",71,241,7,24,252.86,247.88,253.54,0,0,0,0,0,0
"71,251",71,251,7,25,253.72,248.88,254.34,0,0,0,0,0,0
"71,261",71,261,7,26,253.75,247.32,253.92,0,0,0,0,0,0
"71,271",71,271,7,27,252.76,248.03,253.37,0,0,0,0,0,0
"71,281",71,281,7,28,248.99,238.23,250.4,0,0,0,0,0,0
"71,291",71,291,7,29,232.72,178.74,237.54,0,0,0,0,0,0
"71,301",71,301,7,30,230.99,133.03,225.26,0,0,0,0,0,0
"71,311",71,311,7,31,231.48,122.24,225.08,0,0,0,0,0,0
"71,321",71,321,7,32,234.91,121.38,225.89,0,0,0,0,0,0
"71,331",71,331,7,33,227.37,112.29,225.72,0,0,0,0,0,0
"71,341",71,341,7,34,229.4,138.86,226.88,0,0,0,0,0,0
"71,351",71,351,7,35,228.01,146.07,227.71,0,0,0,0,0,0
"71,361",71,361,7,36,226.16,121.78,223.08,0,0,0,0,0,0
"71,371",71,371,7,37,221.07,106.43,212.18,0,0,0,0,0,0
"71,381",71,381,7,38,170.65,53.68,182.81,0,0,0,0,0,0
"71,391",71,391,7,39,142.85,36.93,180.55,0,0,0,0,0,0
"71,401",71,401,7,40,159.97,47.09,188.37,0,0,0,0,0,0
"71,411",71,411,7,41,181.87,61.77,182.33,0,0,0,0,0,0
"71,421",71,421,7,42,192.28,74.82,203.79,0,0,0,0,0,0
"71,431",71,431,7,43,226.09,149.8,234.56,0,0,0,0,0,0
"71,441",71,441,7,44,233.69,177.47,235.46,0,0,0,0,0,0
"71,451",71,451,7,45,156.23,73.19,207.1,0,0,0,14,0.54,0.14
"71,461",71,461,7,46,191.13,129.59,224.57,0,0,0,0,0,0
"71,471",71,471,7,47,246.76,221.82,246.94,0,0,0,0,0,0
"71,481",71,481,7,48,249.16,223.5,247.51,0,0,0,0,0,0
"71,491",71,491,7,49,237.9,192.7,240.63,0,0,0,0,0,0
"71,501",71,501,7,50,219.79,107.57,219.22,0,0,0,0,0,0
"71,511",71,511,7,51,223.53,118.74,223.66,0,0,0,0,0,0
"71,521",71,521,7,52,228.26,121.94,226.84,0,0,0,0,0,0
"71,531",71,531,7,53,224.5,111.71,220.41,0,0,0,0,0,0
"71,541",71,541,7,54,229.58,121.4,223.12,0,0,0,0,0,0
"71,551",71,551,7,55,234.8,157.65,232,0,0,0,0,0,0
"71,561",71,561,7,56,233.14,145.03,222.43,0,0,0,0,0,0
"71,571",71,571,7,57,205.09,68.43,199.12,0,0,0,0,0,0
"71,581",71,581,7,58,168.34,45.15,187.17,0,0,0,0,0,0
"71,591",71,591,7,59,174.74,52.83,195,0,0,0,0,0,0
"71,601",71,601,7,60,204.01111111111112,90.91111111111111,215.9,0,0,0,0,0,0
"81,1",81,1,8,0,241.27,182.12,236.53,0,0,0,0,0,0
"81,11",81,11,8,1,236.73,162.77,234.72,0,0,0,0,0,0
"81,21",81,21,8,2,240.79,171.77,239.02,0,0,0,0,0,0
"81,31",81,31,8,3,234.98,161.6,233.85,0,0,0,0,0,0
"81,41",81,41,8,4,213.22,96.88,214.42,0,0,0,0,0,0
"81,51",81,51,8,5,223.66,112.88,220.13,0,0,0,0,0,0
"81,61",81,61,8,6,216.59,115.93,217.43,0,0,0,0,0,0
"81,71",81,71,8,7,224.53,102.81,211.07,0,0,0,0,0,0
"81,81",81,81,8,8,189.35,77.31,195.5,0,0,0,0,0,0
"81,91",81,91,8,9,218.22,124.37,219.32,0,0,0,0,0,0
"81,101",81,101,8,10,224.82,144.04,231.41,0,0,0,0,0,0
"81,111",81,111,8,11,220.96,170.04,227.54,0,0,0,2,0.04,0.02
"81,121",81,121,8,12,144.68,54.4,198.57,0,0,0,10,0.36,0.1
"81,131",81,131,8,13,221.41,113.75,222.86,0,0,0,0,0,0
"81,141",81,141,8,14,216.77,121.69,222.74,0,0,0,0,0,0
"81,151",81,151,8,15,216.04,155.89,229.49,0,0,0,0,0,0
"81,161",81,161,8,16,244.37,223.48,247.48,0,0,0,0,0,0
"81,171",81,171,8,17,252.41,245.82,252.15,0,0,0,0,0,0
"81,181",81,181,8,18,250.27,242.37,250.59,0,0,0,0,0,0
"81,191",81,191,8,19,252.77,246.1,252.7,0,0,0,0,0,0
"81,201",81,201,8,20,253.06,246.22,253.06,0,0,0,0,0,0
"81,211",81,211,8,21,252.24,246.99,252.89,0,0,0,0,0,0
"81,221",81,221,8,22,252.85,247.97,253.66,0,0,0,0,0,0
"81,231",81,231,8,23,252.49,247.57,253.31,0,0,0,0,0,0
"81,241",81,241,8,24,252.38,247.54,253.15,0,0,0,0,0,0
"81,251",81,251,8,25,251.72,246.97,252.49,0,0,0,0,0,0
"81,261",81,261,8,26,252.73,246.11,252.73,0,0,0,0,0,0
"81,271",81,271,8,27,252.48,247.2,253.08,0,0,0,0,0,0
"81,281",81,281,8,28,252.35,244.64,250.58,0,0,0,0,0,0
"81,291",81,291,8,29,242.35,213.5,236.53,0,0,0,0,0,0
"81,301",81,301,8,30,231.83,177.83,228.86,0,0,0,0,0,0
"81,311",81,311,8,31,233,162.75,233.17,0,0,0,0,0,0
"81,321",81,321,8,32,228.12,142.28,231.13,0,0,0,0,0,0
"81,331",81,331,8,33,236.02,184.62,240.3,0,0,0,0,0,0
"81,341",81,341,8,34,236.56,165.52,235.96,0,0,0,0,0,0
"81,351",81,351,8,35,221.99,109.62,223.87,0,0,0,0,0,0
"81,361",81,361,8,36,228.21,115.81,222.4,0,0,0,0,0,0
"81,371",81,371,8,37,224.9,105.47,220.55,0,0,0,0,0,0
"81,381",81,381,8,38,187.9,62.59,201.78,0,0,0,0,0,0
"81,391",81,391,8,39,197.99,68.48,203.06,0,0,0,0,0,0
"81,401",81,401,8,40,187.26,59.03,188.43,0,0,0,0,0,0
"81,411",81,411,8,41,153.31,45.85,192.44,0,0,0,0,0,0
"81,421",81,421,8,42,203.39,138.28,231.47,0,0,0,0,0,0
"81,431",81,431,8,43,249.57,223.41,247.82,0,0,0,0,0,0
"81,441",81,441,8,44,248.41,227.69,247.32,0,0,0,0,0,0
"81,451",81,451,8,45,224.76,187.53,238.09,0,0,0,0,0,0
"81,461",81,461,8,46,240.54,213.22,245.23,0,0,0,0,0,0
"81,471",81,471,8,47,246.77,215.16,245.45,0,0,0,0,0,0
"81,481",81,481,8,48,247.94,220.98,247.21,0,0,0,0,0,0
"81,491",81,491,8,49,249.13,231.24,248.68,0,0,0,0,0,0
"81,501",81,501,8,50,229.54,157.68,231.11,0,0,0,0,0,0
"81,511",81,511,8,51,236.91,147.56,231.62,0,0,0,0,0,0
"81,521",81,521,8,52,237.79,146.11,231.8,0,0,0,0,0,0
"81,531",81,531,8,53,236.92,153.53,236,0,0,0,0,0,0
"81,541",81,541,8,54,229.76,157.61,233.43,0,0,0,0,0,0
"81,551",81,551,8,55,234.44,144.5,228.16,0,0,0,0,0,0
"81,561",81,561,8,56,231.82,120.96,219.07,0,0,0,0,0,0
"81,571",81,571,8,57,217.21,81.71,210.16,0,0,0,0,0,0
"81,581",81,581,8,58,189.68,62.11,202.1,0,0,0,0,0,0
"81,591",81,591,8,59,198.95,69.79,207.71,0,0,0,0,0,0
"81,601",81,601,8,60,217.16666666666666,101.17777777777778,219.85555555555555,0,0,0,0,0,0
"91,1",91,1,9,0,237.48,169.96,238.12,0,0,0,0,0,0
"91,11",91,11,9,1,240.94,184.37,242.65,0,0,0,0,0,0
"91,21",91,21,9,2,242.2,206.09,244.44,0,0,0,0,0,0
"91,31",91,31,9,3,241.76,207.31,241.43,0,0,0,0,0,0
"91,41",91,41,9,4,225.97,166.37,232.78,0,0,0,0,0,0
"91,51",91,51,9,5,212.99,116.62,219.06,0,0,0,0,0,0
"91,61",91,61,9,6,211.39,114.23,218.62,0,0,0,0,0,0
"91,71",91,71,9,7,200.24,86.82,203.75,0,0,0,0,0,0
"91,81",91,81,9,8,157.25,65.73,206.34,0,0,0,3,0.1,0.03
"91,91",91,91,9,9,211.96,130.14,228.73,0,0,0,0,0,0
"91,101",91,101,9,10,239.45,195.53,242.15,0,0,0,0,0,0
"91,111",91,111,9,11,238.43,204.22,241.8,0,0,0,0,0,0
"91,121",91,121,9,12,202.89,164.64,231.58,0,0,0,1,0.04,0.01
"91,131",91,131,9,13,232.93,169.41,235.01,0,0,0,0,0,0
"91,141",91,141,9,14,222.5,138.87,229.92,0,0,0,0,0,0
"91,151",91,151,9,15,226.88,192.66,237.68,0,0,0,0,0,0
"91,161",91,161,9,16,244.14,230.79,245.65,0,0,0,0,0,0
"91,171",91,171,9,17,251.29,244.44,250.72,0,0,0,0,0,0
"91,181",91,181,9,18,251.07,242.72,249.82,0,0,0,0,0,0
"91,191",91,191,9,19,252.56,245.81,252.38,0,0,0,0,0,0
"91,201",91,201,9,20,252.66,245.84,252.66,0,0,0,0,0,0
"91,211",91,211,9,21,253.12,247.78,253.83,0,0,0,0,0,0
"91,221",91,221,9,22,252.72,247.78,253.57,0,0,0,0,0,0
"91,231",91,231,9,23,252.68,247.44,253.38,0,0,0,0,0,0
"91,241",91,241,9,24,252.65,247.02,253.21,0,0,0,0,0,0
"91,251",91,251,9,25,252.51,247.84,253.4,0,0,0,0,0,0
"91,261",91,261,9,26,252.33,246.01,252.11,0,0,0,0,0,0
"91,271",91,271,9,27,251.4,243.74,247.24,0,0,0,0,0,0
"91,281",91,281,9,28,224.28,190.6,225.12,0,0,0,0,0,0
"91,291",91,291,9,29,201.25,131.64,215.63,0,0,0,0,0,0
"91,301",91,301,9,30,159.34,75.02,194.39,0,0,0,2,0.060000000000000005,0.02
"91,311",91,311,9,31,153.54,76.69,197.48,0,0,0,2,0.03,0.02
"91,321",91,321,9,32,239.12,194.2,241.47,0,0,0,0,0,0
"91,331",91,331,9,33,247.11,227.31,247.38,0,0,0,0,0,0
"91,341",91,341,9,34,246.61,214.79,242.92,0,0,0,0,0,0
"91,351",91,351,9,35,233.65,172.03,236.11,0,0,0,0,0,0
"91,361",91,361,9,36,229.73,161.95,236.02,0,0,0,0,0,0
"91,371",91,371,9,37,236.28,189.15,238.14,0,0,0,0,0,0
"91,381",91,381,9,38,225.56,110.86,220.43,0,0,0,0,0,0
"91,391",91,391,9,39,217.87,82.28,209.49,0,0,0,0,0,0
"91,401",91,401,9,40,193.96,67.1,201.34,0,0,0,0,0,0
"91,411",91,411,9,41,199.05,70.28,205.03,0,0,0,0,0,0
"91,421",91,421,9,42,233.54,170.47,232.76,0,0,0,0,0,0
"91,431",91,431,9,43,245.95,218.52,246.04,0,0,0,0,0,0
"91,441",91,441,9,44,248.09,222.4,246.99,0,0,0,0,0,0
"91,451",91,451,9,45,247.86,222.86,247.9,0,0,0,0,0,0
"91,461",91,461,9,46,249.42,223.98,247.33,0,0,0,0,0,0
"91,471",91,471,9,47,236.46,194.82,236.86,0,0,0,0,0,0
"91,481",91,481,9,48,247.85,223.03,244.93,0,0,0,0,0,0
"91,491",91,491,9,49,248.42,213.46,242.34,0,0,0,0,0,0
"91,501",91,501,9,50,231.64,147.59,227.29,0,0,0,0,0,0
"91,511",91,511,9,51,239.52,147.13,229.83,0,0,0,0,0,0
"91,521",91,521,9,52,234.32,146.03,232.59,0,0,0,0,0,0
"91,531",91,531,9,53,244.39,192.19,243.72,0,0,0,0,0,0
"91,541",91,541,9,54,241.45,196.17,238.02,0,0,0,0,0,0
"91,551",91,551,9,55,232.03,128.66,226.19,0,0,0,0,0,0
"91,561",91,561,9,56,225.31,115.42,217.95,0,0,0,0,0,0
"91,571",91,571,9,57,218.13,103.59,218.75,0,0,0,0,0,0
"91,581",91,581,9,58,224.74,107.76,223.77,0,0,0,0,0,0
"91,591",91,591,9,59,224.79,104.59,222.15,0,0,0,0,0,0
"91,601",91,601,9,60,227.57777777777778,122.34444444444445,221.9111111111111,0,0,0,0,0,0
"101,1",101,1,10,0,242.09,199.57,242.16,0,0,0,0,0,0
"101,11",101,11,10,1,240.74,197.37,233.28,0,0,0,0,0,0
"101,21",101,21,10,2,226.16,172.59,214.02,0,0,0,0,0,0
"101,31",101,31,10,3,220.83,171.53,219.94,0,0,0,0,0,0
"101,41",101,41,10,4,244.77,207.76,239.4,0,0,0,0,0,0
"101,51",101,51,10,5,218.52,133.08,218.99,0,0,0,0,0,0
"101,61",101,61,10,6,214.6,109.16,212.72,0,0,0,0,0,0
"101,71",101,71,10,7,203.25,117.92,223.79,0,0,0,1,0.02,0.01
"101,81",101,81,10,8,230.82,169.33,229.14,0,0,0,0,0,0
"101,91",101,91,10,9,236.46,165.27,232.02,0,0,0,0,0,0
"101,101",101,101,10,10,239.9,194.23,237.24,0,0,0,0,0,0
"101,111",101,111,10,11,237.6,178.23,224.87,0,0,0,0,0,0
"101,121",101,121,10,12,235.34,183.24,227.31,0,0,0,0,0,0
"101,131",101,131,10,13,238.18,180.36,236.57,0,0,0,0,0,0
"101,141",101,141,10,14,224,157.73,225.77,0,0,0,0,0,0
"101,151",101,151,10,15,208.5,152.56,224.49,0,0,0,0,0,0
"101,161",101,161,10,16,238.38,200.19,239.39,0,0,0,0,0,0
"101,171",101,171,10,17,239.07,213.68,242.7,0,0,0,0,0,0
"101,181",101,181,10,18,246.7,234.38,248.62,0,0,0,0,0,0
"101,191",101,191,10,19,251.65,245.27,252.64,0,0,0,0,0,0
"101,201",101,201,10,20,252.65,245.74,252.65,0,0,0,0,0,0
"101,211",101,211,10,21,253.06,247.72,253.77,0,0,0,0,0,0
"101,221",101,221,10,22,253.08,248.25,253.87,0,0,0,0,0,0
"101,231",101,231,10,23,252.06,246.39,252.54,0,0,0,0,0,0
"101,241",101,241,10,24,251.96,245.19,251.95,0,0,0,0,0,0
"101,251",101,251,10,25,252.48,247.83,253.42,0,0,0,0,0,0
"101,261",101,261,10,26,253.05,246.42,252.69,0,0,0,0,0,0
"101,271",101,271,10,27,233.44,214.33,232.8,0,0,0,0,0,0
"101,281",101,281,10,28,164.3,91.17,205.44,0,0,0,0,0,0
"101,291",101,291,10,29,226.34,168.15,233.77,0,0,0,0,0,0
"101,301",101,301,10,30,197.93,139.66,229.78,0,0,0,0,0,0
"101,311",101,311,10,31,206.36,162.18,230.94,0,0,0,0,0,0
"101,321",101,321,10,32,241.57,210.23,243.4,0,0,0,0,0,0
"101,331",101,331,10,33,250.43,221.85,242.8,0,0,0,0,0,0
"101,341",101,341,10,34,237.92,180.28,231.36,0,0,0,0,0,0
"101,351",101,351,10,35,237.33,190.51,231.81,0,0,0,0,0,0
"101,361",101,361,10,36,248.79,229.97,247.36,0,0,0,0,0,0
"101,371",101,371,10,37,248.76,233.63,246.1,0,0,0,0,0,0
"101,381",101,381,10,38,216.17,117.92,217.37,0,0,0,0,0,0
"101,391",101,391,10,39,222.32,91.24,213.81,0,0,0,0,0,0
"101,401",101,401,10,40,216.19,77.28,204.73,0,0,0,0,0,0
"101,411",101,411,10,41,211.48,74.62,205.95,0,0,0,0,0,0
"101,421",101,421,10,42,212.48,101.22,217.45,0,0,0,0,0,0
"101,431",101,431,10,43,246.89,208.2,243.53,0,0,0,0,0,0
"101,441",101,441,10,44,239.15,208.45,236.5,0,0,0,0,0,0
"101,451",101,451,10,45,238.09,187.55,233.68,0,0,0,0,0,0
"101,461",101,461,10,46,233.53,196.47,237.32,0,0,0,0,0,0
"101,471",101,471,10,47,237.41,207.33,236.66,0,0,0,0,0,0
"101,481",101,481,10,48,204.96,122.2,209.8,0,0,0,0,0,0
"101,491",101,491,10,49,230.42,123.3,214.72,0,0,0,0,0,0
"101,501",101,501,10,50,224.6,108.79,215.18,0,0,0,0,0,0
"101,511",101,511,10,51,223.74,120.18,220.41,0,0,0,0,0,0
"101,521",101,521,10,52,233.94,147.18,229.22,0,0,0,0,0,0
"101,531",101,531,10,53,241.1,187.44,235.43,0,0,0,0,0,0
"101,541",101,541,10,54,232.35,187.19,237.3,0,0,0,0,0,0
"101,551",101,551,10,55,228.67,134.63,227.54,0,0,0,0,0,0
"101,561",101,561,10,56,220.45,115.83,222.75,0,0,0,0,0,0
"101,571",101,571,10,57,241.64,204.96,244.39,0,0,0,0,0,0
"101,581",101,581,10,58,237.13,179.88,238.83,0,0,0,0,0,0
"101,591",101,591,10,59,229.92,133.01,229.94,0,0,0,0,0,0
"101,601",101,601,10,60,228.67777777777778,128.04444444444445,227.83333333333334,0,0,0,0,0,0
"111,1",111,1,11,0,239.48,196.82,238.09,0,0,0,0,0,0
"111,11",111,11,11,1,214.76,111.57,211.49,0,0,0,0,0,0
"111,21",111,21,11,2,173.73,73.39,194.85,0,0,0,6,0.15000000000000002,0.06
"111,31",111,31,11,3,139.96,54.17,187.56,0,0,0,25,0.54,0.25
"111,41",111,41,11,4,211.97,149.41,225.28,0,0,0,5,0.12000000000000001,0.05
"111,51",111,51,11,5,189.34,102.34,206.66,0,0,0,0,0,0
"111,61",111,61,11,6,173.61,73.21,202.06,0,0,0,0,0,0
"111,71",111,71,11,7,208.57,106.18,203.71,0,0,0,0,0,0
"111,81",111,81,11,8,168.15,71.35,194.61,0,0,0,2,0.04,0.02
"111,91",111,91,11,9,205.06,115.91,219.52,0,0,0,0,0,0
"111,101",111,101,11,10,238.46,201.22,231.94,0,0,0,0,0,0
"111,111",111,111,11,11,161.35,70.2,187.4,0,0,0,7,0.17,0.07
"111,121",111,121,11,12,163.89,69.68,197.87,0,0,0,7,0.12000000000000001,0.07
"111,131",111,131,11,13,202.97,117.81,219.58,0,0,0,0,0,0
"111,141",111,141,11,14,213.9,119.68,221.53,0,0,0,0,0,0
"111,151",111,151,11,15,218.42,164.85,235.22,0,0,0,0,0,0
"111,161",111,161,11,16,234.26,191.88,237.31,0,0,0,0,0,0
"111,171",111,171,11,17,242.6,213.84,243.03,0,0,0,0,0,0
"111,181",111,181,11,18,249.77,235.26,249.51,0,0,0,0,0,0
"111,191",111,191,11,19,247.95,234.84,248.74,0,0,0,0,0,0
"111,201",111,201,11,20,251.78,246.01,251.92,0,0,0,0,0,0
"111,211",111,211,11,21,252.57,247.69,253.25,0,0,0,0,0,0
"111,221",111,221,11,22,252.28,247.36,253.16,0,0,0,0,0,0
"111,231",111,231,11,23,252.6,247.53,253.35,0,0,0,0,0,0
"111,241",111,241,11,24,252.62,247.42,253.2,0,0,0,0,0,0
"111,251",111,251,11,25,251.9,246.98,251.68,0,0,0,0,0,0
"111,261",111,261,11,26,251.23,244.62,250.09,0,0,0,0,0,0
"111,271",111,271,11,27,223.83,175.1,231.77,0,0,0,0,0,0
"111,281",111,281,11,28,189.36,131.52,224.72,0,0,0,0,0,0
"111,291",111,291,11,29,226.56,174.42,236.62,0,0,0,0,0,0
"111,301",111,301,11,30,238.96,191.52,239.29,0,0,0,0,0,0
"111,311",111,311,11,31,234.05,154.98,236.31,0,0,0,0,0,0
"111,321",111,321,11,32,229.71,154.67,228.84,0,0,0,0,0,0
"111,331",111,331,11,33,221.33,121.32,215.88,0,0,0,0,0,0
"111,341",111,341,11,34,218.09,95.47,212.37,0,0,0,0,0,0
"111,351",111,351,11,35,197.17,73.03,198.78,0,0,0,0,0,0
"111,361",111,361,11,36,217.65,124.66,214.03,0,0,0,0,0,0
"111,371",111,371,11,37,231.94,168.81,225.12,0,0,0,0,0,0
"111,381",111,381,11,38,229.9,159.83,231,0,0,0,0,0,0
"111,391",111,391,11,39,225.08,107.12,218.48,0,0,0,0,0,0
"111,401",111,401,11,40,216.28,79.91,209.19,0,0,0,0,0,0
"111,411",111,411,11,41,216.5,79.21,208.6,0,0,0,0,0,0
"111,421",111,421,11,42,227.18,111.5,222.56,0,0,0,0,0,0
"111,431",111,431,11,43,225.79,142.98,228.28,0,0,0,0,0,0
"111,441",111,441,11,44,231.26,170.23,234.14,0,0,0,0,0,0
"111,451",111,451,11,45,219.37,130.36,225.84,0,0,0,0,0,0
"111,461",111,461,11,46,232.78,152.31,229.99,0,0,0,0,0,0
"111,471",111,471,11,47,228.94,135.92,221.09,0,0,0,0,0,0
"111,481",111,481,11,48,218.22,93.05,214.44,0,0,0,0,0,0
"111,491",111,491,11,49,204.83,70.39,201.87,0,0,0,0,0,0
"111,501",111,501,11,50,215.74,81.12,208.65,0,0,0,0,0,0
"111,511",111,511,11,51,212.16,92.5,210.87,0,0,0,0,0,0
"111,521",111,521,11,52,221.75,106.67,212.2,0,0,0,0,0,0
"111,531",111,531,11,53,193.71,93.7,205.76,0,0,0,0,0,0
"111,541",111,541,11,54,227.62,163.43,228.19,0,0,0,0,0,0
"111,551",111,551,11,55,232.9,151.93,229.27,0,0,0,0,0,0
"111,561",111,561,11,56,219.12,141.32,229.62,0,0,0,0,0,0
"111,571",111,571,11,57,244.54,211.03,243.55,0,0,0,0,0,0
"111,581",111,581,11,58,242.52,206.67,241.88,0,0,0,0,0,0
"111,591",111,591,11,59,245.3,208.93,245.23,0,0,0,0,0,0
"111,601",111,601,11,60,236.56666666666666,165.9,235.33333333333334,0,0,0,0,0,0
"121,1",121,1,12,0,242.48,194.1,240.24,0,0,0,0,0,0
"121,11",121,11,12,1,223.51,150.89,227.57,0,0,0,0,0,0
"121,21",121,21,12,2,203.09,92.65,210.83,0,0,0,0,0,0
"121,31",121,31,12,3,189.1,83.92,212.11,0,0,0,0,0,0
"121,41",121,41,12,4,219.38,148.66,229.05,0,0,0,0,0,0
"121,51",121,51,12,5,206.66,134.63,220.47,0,0,0,1,0.02,0.01
"121,61",121,61,12,6,176.07,76.14,209.09,0,0,0,0,0,0
"121,71",121,71,12,7,205.81,94.26,215.38,0,0,0,0,0,0
"121,81",121,81,12,8,216.44,116.9,217.26,0,0,0,0,0,0
"121,91",121,91,12,9,210.25,109.69,208.96,0,0,0,0,0,0
"121,101",121,101,12,10,207.97,136.59,218.08,0,0,0,0,0,0
"121,111",121,111,12,11,164.42,87.46,213.28,0,0,0,1,0.02,0.01
"121,121",121,121,12,12,208.11,142.51,232.34,0,0,0,0,0,0
"121,131",121,131,12,13,231.83,181.85,239.27,0,0,0,0,0,0
"121,141",121,141,12,14,223.73,164.69,234.32,0,0,0,0,0,0
"121,151",121,151,12,15,246.31,225.18,247.49,0,0,0,0,0,0
"121,161",121,161,12,16,234.4,190.59,237.83,0,0,0,0,0,0
"121,171",121,171,12,17,228.44,161.06,232.31,0,0,0,0,0,0
"121,181",121,181,12,18,241.37,208.81,241.32,0,0,0,0,0,0
"121,191",121,191,12,19,249.01,234.46,248.88,0,0,0,0,0,0
"121,201",121,201,12,20,249.71,242.11,250.31,0,0,0,0,0,0
"121,211",121,211,12,21,251.93,247.1,252.97,0,0,0,0,0,0
"121,221",121,221,12,22,252.1,247.2,252.66,0,0,0,0,0,0
"121,231",121,231,12,23,252.67,247.72,253.56,0,0,0,0,0,0
"121,241",121,241,12,24,252.77,247.89,253.56,0,0,0,0,0,0
"121,251",121,251,12,25,252.95,248.25,252.62,0,0,0,0,0,0
"121,261",121,261,12,26,251.15,244.15,250.15,0,0,0,0,0,0
"121,271",121,271,12,27,240.94,219.2,242.43,0,0,0,0,0,0
"121,281",121,281,12,28,234.93,205,240.17,0,0,0,0,0,0
"121,291",121,291,12,29,237.66,200.56,239.86,0,0,0,0,0,0
"121,301",121,301,12,30,244.5,218.94,243.92,0,0,0,0,0,0
"121,311",121,311,12,31,238.48,168.97,238.69,0,0,0,0,0,0
"121,321",121,321,12,32,237.34,144.29,229.89,0,0,0,0,0,0
"121,331",121,331,12,33,235.93,129.63,225.78,0,0,0,0,0,0
"121,341",121,341,12,34,222.01,105.9,215.1,0,0,0,0,0,0
"121,351",121,351,12,35,207.45,86.74,208.97,0,0,0,0,0,0
"121,361",121,361,12,36,216.77,89.31,214.72,0,0,0,0,0,0
"121,371",121,371,12,37,219.04,105.62,221.21,0,0,0,0,0,0
"121,381",121,381,12,38,224.12,141.33,225.71,0,0,0,0,0,0
"121,391",121,391,12,39,222.85,136.04,223.97,0,0,0,0,0,0
"121,401",121,401,12,40,223.85,100.93,216.88,0,0,0,0,0,0
"121,411",121,411,12,41,217.44,85.51,208.75,0,0,0,0,0,0
"121,421",121,421,12,42,226.9,108.33,216.91,0,0,0,0,0,0
"121,431",121,431,12,43,230.82,137.29,223.08,0,0,0,0,0,0
"121,441",121,441,12,44,239.53,196.02,239.14,0,0,0,0,0,0
"121,451",121,451,12,45,235.05,161.62,232,0,0,0,0,0,0
"121,461",121,461,12,46,220.89,121.36,220.73,0,0,0,0,0,0
"121,471",121,471,12,47,220.57,118.71,211.2,0,0,0,0,0,0
"121,481",121,481,12,48,206.11,81.41,202.27,0,0,0,0,0,0
"121,491",121,491,12,49,224.17,87.92,210.6,0,0,0,0,0,0
"121,501",121,501,12,50,226.21,107.18,217.68,0,0,0,0,0,0
"121,511",121,511,12,51,217.75,90.93,214.23,0,0,0,0,0,0
"121,521",121,521,12,52,222.59,95.97,214.21,0,0,0,0,0,0
"121,531",121,531,12,53,216,125.36,223.23,0,0,0,0,0,0
"121,541",121,541,12,54,218.58,161.06,226.32,0,0,0,0,0,0
"121,551",121,551,12,55,230.59,160.92,235.06,0,0,0,0,0,0
"121,561",121,561,12,56,236.95,189.56,240.34,0,0,0,0,0,0
"121,571",121,571,12,57,240.11,194.4,241.02,0,0,0,0,0,0
"121,581",121,581,12,58,247.39,211.21,244.11,0,0,0,0,0,0
"121,591",121,591,12,59,238.18,179.29,232.7,0,0,0,0,0,0
"121,601",121,601,12,60,238.36666666666667,179.32222222222222,235.33333333333334,0,0,0,0,0,0
"131,1",131,1,13,0,241.35,188.83,240.8,0,0,0,0,0,0
"131,11",131,11,13,1,240.91,196.8,239.54,0,0,0,0,0,0
"131,21",131,21,13,2,227.26,158.41,232.64,0,0,0,0,0,0
"131,31",131,31,13,3,216.72,121.28,227.88,0,0,0,0,0,0
"131,41",131,41,13,4,222.25,131.95,226.59,0,0,0,0,0,0
"131,51",131,51,13,5,232.06,170.64,231.97,0,0,0,0,0,0
"131,61",131,61,13,6,228.85,161.18,231.02,0,0,0,0,0,0
"131,71",131,71,13,7,223.65,109.34,219.55,0,0,0,0,0,0
"131,81",131,81,13,8,183.16,76.38,202.76,0,0,0,0,0,0
"131,91",131,91,13,9,181.04,70.84,203.77,0,0,0,0,0,0
"131,101",131,101,13,10,195.9,106.06,220.06,0,0,0,0,0,0
"131,111",131,111,13,11,239.02,200,237.21,0,0,0,0,0,0
"131,121",131,121,13,12,230.42,164.68,233.49,0,0,0,0,0,0
